"product_name","sector","main_packaging_material","material_name","material_suitability_score"
"Jam refill pouch","Food","Compostable film refill pouch","Coffee Husk Composites","14.7"
"Jam refill pouch","Food","Compostable film refill pouch","Olive Stone Fillers","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Date Palm Composites","17.2"
"Jam refill pouch","Food","Compostable film refill pouch","Avocado Seed Bioplastics","12.9"
"Jam refill pouch","Food","Compostable film refill pouch","Mushroom Root (Mycelium Variants)","13.3"
"Jam refill pouch","Food","Compostable film refill pouch","Agar-Agar Films (Seaweed Binder)","13.2"
"Jam refill pouch","Food","Compostable film refill pouch","Wheat Bran Sheets","18.3"
"Jam refill pouch","Food","Compostable film refill pouch","Barley Straw Pulp","19.0"
"Jam refill pouch","Food","Compostable film refill pouch","Maize Cob Composites","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Potato Starch Foams","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Sugarcane Pulp Trays","17.7"
"Jam refill pouch","Food","Compostable film refill pouch","Apple Pomace Films","14.8"
"Jam refill pouch","Food","Compostable film refill pouch","Bamboo Leaf Sheets","15.2"
"Jam refill pouch","Food","Compostable film refill pouch","Reed Fiber Padding","16.6"
"Jam refill pouch","Food","Compostable film refill pouch","Esparto Grass Composites","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Typha (Cattail) Fiber","15.3"
"Jam refill pouch","Food","Compostable film refill pouch","Kenaf Fiber Molded","17.2"
"Jam refill pouch","Food","Compostable film refill pouch","Ramie Fiber Bags","16.5"
"Jam refill pouch","Food","Compostable film refill pouch","Coir Pith Blocks","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Areca Palm Leaf Plates","14.3"
"Jam refill pouch","Food","Compostable film refill pouch","Sal Leaf Plates","15.2"
"Jam refill pouch","Food","Compostable film refill pouch","Sago Palm Starch Films","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Jackfruit Seed Bioplastics","13.2"
"Jam refill pouch","Food","Compostable film refill pouch","Durian Rind Composites","15.1"
"Jam refill pouch","Food","Compostable film refill pouch","Mango Seed Coatings","15.0"
"Jam refill pouch","Food","Compostable film refill pouch","Papaya Leaf Fibers","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Guava Pomace Fillers","16.3"
"Jam refill pouch","Food","Compostable film refill pouch","Lentil Hull Composites","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Chickpea Straw Pulp","17.7"
"Jam refill pouch","Food","Compostable film refill pouch","Soybean Hull Sheets","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Alginate Films (Brown Algae)","13.2"
"Jam refill pouch","Food","Compostable film refill pouch","Carrageenan Wraps (Red Algae)","13.4"
"Jam refill pouch","Food","Compostable film refill pouch","Fucoidan-Based Trays","13.7"
"Jam refill pouch","Food","Compostable film refill pouch","Pectin Films (Fruit-Derived)","13.8"
"Jam refill pouch","Food","Compostable film refill pouch","Bacterial Cellulose Sheets","14.1"
"Jam refill pouch","Food","Compostable film refill pouch","Pullulan Films (Fungal)","13.4"
"Jam refill pouch","Food","Compostable film refill pouch","Xanthan Gum Coatings","13.2"
"Jam refill pouch","Food","Compostable film refill pouch","Guar Gum Composites","14.5"
"Jam refill pouch","Food","Compostable film refill pouch","Orange Peel Composites","14.8"
"Jam refill pouch","Food","Compostable film refill pouch","Lemon Peel Films","13.9"
"Jam refill pouch","Food","Compostable film refill pouch","Pomegranate Rind Trays","15.1"
"Jam refill pouch","Food","Compostable film refill pouch","Grape Pomace Fillers","15.6"
"Jam refill pouch","Food","Compostable film refill pouch","Tomato Skin Sheets","14.8"
"Jam refill pouch","Food","Compostable film refill pouch","Onion Peel Composites","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Garlic Husk Padding","15.2"
"Jam refill pouch","Food","Compostable film refill pouch","Eggshell Calcium Composites","17.1"
"Jam refill pouch","Food","Compostable film refill pouch","Crab Shell Chitin Films","13.6"
"Jam refill pouch","Food","Compostable film refill pouch","Shrimp Shell Chitosan Trays","14.0"
"Jam refill pouch","Food","Compostable film refill pouch","Fish Scale Bioplastics","12.2"
"Jam refill pouch","Food","Compostable film refill pouch","Feather Keratin Foams","12.4"
"Jam refill pouch","Food","Compostable film refill pouch","Wool Fiber Padding","18.7"
"Jam refill pouch","Food","Compostable film refill pouch","Silk Cocoons Composites","13.2"
"Jam refill pouch","Food","Compostable film refill pouch","Casein (Milk Protein) Films","13.9"
"Jam refill pouch","Food","Compostable film refill pouch","Gelatin-Based Wraps","14.3"
"Jam refill pouch","Food","Compostable film refill pouch","Collagen Sheets","14.2"
"Jam refill pouch","Food","Compostable film refill pouch","Lignin Foams (Wood Extract)","12.7"
"Jam refill pouch","Food","Compostable film refill pouch","Hemicellulose Films","13.7"
"Jam refill pouch","Food","Compostable film refill pouch","Glucomannan Noodles/Padding","14.4"
"Jam refill pouch","Food","Compostable film refill pouch","Locust Bean Gum Trays","14.2"
"Jam refill pouch","Food","Compostable film refill pouch","Konjac Glucomannan Films","14.2"
"Jam refill pouch","Food","Compostable film refill pouch","Fungal Keratinase Composites","13.3"
"Jam refill pouch","Food","Compostable film refill pouch","Bacterial Nanocellulose Foams","14.1"
"Jam refill pouch","Food","Compostable film refill pouch","Pha From Bacteria (Films)","15.2"
"Jam refill pouch","Food","Compostable film refill pouch","Phb Bottles/Trays","15.6"
"Jam refill pouch","Food","Compostable film refill pouch","Polyhydroxybutyrate Composites","15.8"
"Jam refill pouch","Food","Compostable film refill pouch","Spider Silk-Inspired Synthetics","13.9"
"Jam refill pouch","Food","Compostable film refill pouch","Nettle Fiber Bags","16.7"
"Jam refill pouch","Food","Compostable film refill pouch","Willow Bark Composites","16.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Recycled Cardboard / Paperboard","20.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Molded Pulp (Recycled Paper Fiber)","19.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Kraft Paper Wraps, Paper Padding","20.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Starch-Based Foams/Peanuts","15.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Mycelium-Based Molded Packaging","13.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pla Bioplastic (Films, Rigid)","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cellulose / Seaweed Bio-Films","13.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pcr Pet (Bottles, Trays)","-3.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pcr Hdpe/Ldpe","-3.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Glass (Bottles, Jars, Vials)","-0.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Aluminium Cans / Tins","-0.5"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Bamboo (Components, Shells)","15.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cork, Wood, Wood-Composites","17.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cotton/Jute Textile Bags","20.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Hemp Fiber Molded Packaging","17.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sugarcane Bagasse Sheets","17.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Rice Husk Composites","14.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Recycled Steel Tins","-1.0"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pcr Pp (Polypropylene) Trays","-5.0"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Beeswax-Coated Paper","14.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Seaweed-Based Rigid Trays","13.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Newspaper Honeycomb Inserts","19.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Algae-Based Plastics","12.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cellophane Films","16.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cornstarch-Based Bioplastic Trays","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Coconut Coir Padding","16.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Palm Leaf Trays","14.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Banana Fiber Composites","15.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Cassava Starch Foams","14.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Beet Pulp Molded Pulp","17.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Carrot Pulp Trays","14.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Tapioca-Based Films","16.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Corn Cob Fillers","16.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Peanut Shell Composites","14.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sorghum Stalk Padding","15.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Flax Fiber Bags","17.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sisal Fiber Wraps","16.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Abaca (Manila Hemp) Sheets","17.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Kapok Fiber Cushions","13.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pineapple Leaf Fibers (Piña)","15.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Coffee Husk Composites","14.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Olive Stone Fillers","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Date Palm Composites","17.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Avocado Seed Bioplastics","12.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Mushroom Root (Mycelium Variants)","13.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Agar-Agar Films (Seaweed Binder)","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Wheat Bran Sheets","18.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Barley Straw Pulp","19.0"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Maize Cob Composites","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Potato Starch Foams","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sugarcane Pulp Trays","17.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Apple Pomace Films","14.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Bamboo Leaf Sheets","15.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Reed Fiber Padding","16.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Esparto Grass Composites","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Typha (Cattail) Fiber","15.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Kenaf Fiber Molded","17.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Ramie Fiber Bags","16.5"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Coir Pith Blocks","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Areca Palm Leaf Plates","14.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sal Leaf Plates","15.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Sago Palm Starch Films","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Jackfruit Seed Bioplastics","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Durian Rind Composites","15.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Mango Seed Coatings","15.0"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Papaya Leaf Fibers","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Guava Pomace Fillers","16.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Lentil Hull Composites","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Chickpea Straw Pulp","17.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Soybean Hull Sheets","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Alginate Films (Brown Algae)","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Carrageenan Wraps (Red Algae)","13.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Fucoidan-Based Trays","13.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pectin Films (Fruit-Derived)","13.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Bacterial Cellulose Sheets","14.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pullulan Films (Fungal)","13.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Xanthan Gum Coatings","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Guar Gum Composites","14.5"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Orange Peel Composites","14.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Lemon Peel Films","13.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pomegranate Rind Trays","15.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Grape Pomace Fillers","15.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Tomato Skin Sheets","14.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Onion Peel Composites","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Garlic Husk Padding","15.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Eggshell Calcium Composites","17.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Crab Shell Chitin Films","13.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Shrimp Shell Chitosan Trays","14.0"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Fish Scale Bioplastics","12.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Feather Keratin Foams","12.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Wool Fiber Padding","18.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Silk Cocoons Composites","13.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Casein (Milk Protein) Films","13.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Gelatin-Based Wraps","14.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Collagen Sheets","14.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Lignin Foams (Wood Extract)","12.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Hemicellulose Films","13.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Glucomannan Noodles/Padding","14.4"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Locust Bean Gum Trays","14.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Konjac Glucomannan Films","14.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Fungal Keratinase Composites","13.3"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Bacterial Nanocellulose Foams","14.1"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Pha From Bacteria (Films)","15.2"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Phb Bottles/Trays","15.6"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Polyhydroxybutyrate Composites","15.8"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Spider Silk-Inspired Synthetics","13.9"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Nettle Fiber Bags","16.7"
"Cosmetic serum bottle","Cosmetics","Frosted glass bottle + metal cap","Willow Bark Composites","16.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Recycled Cardboard / Paperboard","20.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Molded Pulp (Recycled Paper Fiber)","19.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Kraft Paper Wraps, Paper Padding","20.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Starch-Based Foams/Peanuts","15.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Mycelium-Based Molded Packaging","13.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Bagasse, Wheat-Straw, Other Agri Fibers","17.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pla Bioplastic (Films, Rigid)","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Other Compostable Bioplastics (Pha, Pbs)","14.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cellulose / Seaweed Bio-Films","13.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pcr Pet (Bottles, Trays)","-3.4"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pcr Hdpe/Ldpe","-3.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Glass (Bottles, Jars, Vials)","-0.4"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Aluminium Cans / Tins","-0.5"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Bamboo (Components, Shells)","15.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cork, Wood, Wood-Composites","17.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cotton/Jute Textile Bags","20.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Hemp Fiber Molded Packaging","17.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sugarcane Bagasse Sheets","17.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Rice Husk Composites","14.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Chitin/Chitosan Films (Mushroom/Shell)","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Recycled Steel Tins","-1.0"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pcr Pp (Polypropylene) Trays","-5.0"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Beeswax-Coated Paper","14.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Seaweed-Based Rigid Trays","13.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Newspaper Honeycomb Inserts","19.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Algae-Based Plastics","12.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cellophane Films","16.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cornstarch-Based Bioplastic Trays","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Coconut Coir Padding","16.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Palm Leaf Trays","14.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Banana Fiber Composites","15.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Cassava Starch Foams","14.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Beet Pulp Molded Pulp","17.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Carrot Pulp Trays","14.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Tapioca-Based Films","16.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Corn Cob Fillers","16.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Peanut Shell Composites","14.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sorghum Stalk Padding","15.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Flax Fiber Bags","17.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sisal Fiber Wraps","16.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Abaca (Manila Hemp) Sheets","17.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Kapok Fiber Cushions","13.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pineapple Leaf Fibers (Piña)","15.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Coffee Husk Composites","14.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Olive Stone Fillers","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Date Palm Composites","17.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Avocado Seed Bioplastics","12.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Mushroom Root (Mycelium Variants)","13.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Agar-Agar Films (Seaweed Binder)","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Wheat Bran Sheets","18.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Barley Straw Pulp","19.0"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Maize Cob Composites","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Potato Starch Foams","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sugarcane Pulp Trays","17.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Apple Pomace Films","14.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Bamboo Leaf Sheets","15.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Reed Fiber Padding","16.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Esparto Grass Composites","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Typha (Cattail) Fiber","15.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Kenaf Fiber Molded","17.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Ramie Fiber Bags","16.5"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Coir Pith Blocks","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Areca Palm Leaf Plates","14.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sal Leaf Plates","15.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Sago Palm Starch Films","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Jackfruit Seed Bioplastics","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Durian Rind Composites","15.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Mango Seed Coatings","15.0"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Papaya Leaf Fibers","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Guava Pomace Fillers","16.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Lentil Hull Composites","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Chickpea Straw Pulp","17.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Soybean Hull Sheets","16.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Alginate Films (Brown Algae)","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Carrageenan Wraps (Red Algae)","13.4"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Fucoidan-Based Trays","13.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pectin Films (Fruit-Derived)","13.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Bacterial Cellulose Sheets","14.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pullulan Films (Fungal)","13.4"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Xanthan Gum Coatings","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Guar Gum Composites","14.5"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Orange Peel Composites","14.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Lemon Peel Films","13.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Pomegranate Rind Trays","15.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Grape Pomace Fillers","15.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Tomato Skin Sheets","14.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Onion Peel Composites","15.8"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Garlic Husk Padding","15.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Eggshell Calcium Composites","17.1"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Crab Shell Chitin Films","13.6"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Shrimp Shell Chitosan Trays","14.0"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Fish Scale Bioplastics","12.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Feather Keratin Foams","12.4"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Wool Fiber Padding","18.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Silk Cocoons Composites","13.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Casein (Milk Protein) Films","13.9"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Gelatin-Based Wraps","14.3"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Collagen Sheets","14.2"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Lignin Foams (Wood Extract)","12.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Hemicellulose Films","13.7"
"Shampoo bar box","Cosmetics","Recycled cardboard + paper wrap","Glucomannan Noodles/Padding","14.4"
