Material_Type,Strength,Weight_Capacity,Product_Category,Fragility_Level,Shipping_Type,Recyclability_Percentage,Biodegradability_Score,CO2_Emission_Score,Cost_Per_Unit,CO2_Impact_Index,Cost_Efficiency_Index,Material_Suitability_Score
steel 40ch gost 4543-71,630,12.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.0,3.4293577981651375
steel 40ch gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 40ch gost 4543-71,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
steel 40ch gost 4543-71,1300,26.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,72.22222222222223,6.564220183486238
steel 45ch gost 4543-71,1030,20.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,57.22222222222222,5.30091743119266
steel 45ch gost 4543-71,650,13.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.111111111111114,3.522935779816514
steel 45ch gost 4543-71,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
steel 45ch gost 4543-71,1400,28.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,77.77777777777777,7.032110091743119
steel 50ch gost 4543-71,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
steel 50ch gost 4543-71,650,13.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.111111111111114,3.522935779816514
steel 50ch gost 4543-71,1500,30.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,83.33333333333333,7.5
steel 10g2 gost 4543-71,430,8.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,23.88888888888889,2.4935779816513763
steel 35g2 gost 4543-71,630,12.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.0,3.4293577981651375
steel 35g2 gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 40g2 gost 4543-71,670,13.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.22222222222222,3.61651376146789
steel 40g2 gost 4543-71,1120,22.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,62.22222222222222,5.722018348623854
steel 45g2 gost 4543-71,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
steel 45g2 gost 4543-71,850,17.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,47.22222222222222,4.458715596330276
steel 33chs gost 4543-71,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
steel 33chs gost 4543-71,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
steel 38chs gost 4543-71,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
steel 30chma gost 4543-71,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
steel 30chm gost 4543-71,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
steel 35chm gost 4543-71,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
steel 35chm gost 4543-71,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
steel 35chm gost 4543-71,1600,32.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,88.88888888888889,7.967889908256881
steel 18chg gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 18chgt gost 4543-71,700,14.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.888888888888886,3.756880733944954
steel 18chgt gost 4543-71,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
steel 30chgt gost 4543-71,1250,25.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,69.44444444444444,6.330275229357798
steel 30chgt gost 4543-71,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
steel 20chgsa gost 4543-71,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 20chgsa gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 20chgnr gost 4543-71,1300,26.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,72.22222222222223,6.564220183486238
steel 20chgnr gost 4543-71,1450,29.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,80.55555555555556,7.26605504587156
steel 40chfa gost 4543-71,900,18.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,50.0,4.692660550458716
steel 40chfa gost 4543-71,1600,32.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,88.88888888888889,7.967889908256881
steel 30chgs gost 4543-71,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
steel 20chn gost 4543-71,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 40chn gost 4543-71,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
steel 40chn gost 4543-71,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 40chn gost 4543-71,1200,24.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,66.66666666666667,6.0963302752293576
steel 45chn gost 4543-71,1030,20.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,57.22222222222222,5.30091743119266
steel 50chn gost 4543-71,1080,21.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,60.0,5.534862385321101
steel 30chn3a gost 4543-71,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
steel 12chn2 gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 12chn2 gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 12chn3a gost 4543-71,950,19.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,52.77777777777778,4.926605504587156
steel 12chn3a gost 4543-71,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
steel 20ch2n4a gost 4543-71,680,13.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.77777777777778,3.663302752293578
steel 20ch2n4a gost 4543-71,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
steel 20ch2n4a gost 4543-71,1300,26.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,72.22222222222223,6.564220183486238
steel 30chgs gost 4543-71,600,12.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.333333333333336,3.2889908256880735
steel 30chgsa gost 4543-71,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
steel 30chgsa gost 4543-71,1500,30.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,83.33333333333333,7.5
steel 38ch210 gost 4543-71,800,16.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,44.44444444444444,4.224770642201835
steel 38cha gost 4543-71,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
steel 38ch2mjua gost 4543-71,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
steel 12mch gost 20072-74,410,8.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.77777777777778,2.4000000000000004
steel 12ch1mf gost 20072-74,470,9.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.11111111111111,2.6807339449541283
steel 20ch1m1f1tr gost 20072-74,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 20ch1m1f1br gost 20072-74,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 25ch1mf gost 20072-74,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
steel 25ch1mf gost 20072-74,780,15.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.333333333333336,4.131192660550459
steel 18ch3mv gost 20072-74,640,12.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.55555555555556,3.4761467889908255
steel 20ch3mvf gost 20072-74,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
steel 15ch5 gost 20072-74,390,7.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.666666666666668,2.306422018348624
steel 15ch5m gost 20072-74,390,7.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.666666666666668,2.306422018348624
steel 15ch5vf gost 20072-74,390,7.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.666666666666668,2.306422018348624
steel 12ch8vf gost 20072-74,390,7.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.666666666666668,2.306422018348624
steel 13ch14n3v2fr gost 5949-75,930,18.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.666666666666664,4.8330275229357795
steel 13ch14n3v2fr gost 5949-75,1130,22.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,62.77777777777778,5.768807339449541
steel 10ch11n23t3mr gost 5949-75,880,17.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.888888888888886,4.599082568807339
steel 10ch11n23t3mr gost 5949-75,980,19.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.44444444444444,5.06697247706422
steel 12ch18n10t gost 5949-75,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
steel 12ch18n9t gost 5949-75,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 12ch18n12t gost 5949-75,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 12ch25n16g7ar gost 5949-75,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
steel 20 gost 1577-93,475,9.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.38888888888889,2.7041284403669725
steel 20 gost 1577-93,450,9.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.0,2.5871559633027523
steel 20 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 20 gost 1577-93,575,11.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.944444444444443,3.1720183486238533
steel 25 gost 1577-93,495,9.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.5,2.7977064220183485
steel 25 gost 1577-93,495,9.9,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.5,2.7977064220183485
steel 25 gost 1577-93,475,9.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.38888888888889,2.7041284403669725
steel 25 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 25 gost 1577-93,575,11.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.944444444444443,3.1720183486238533
steel 30 gost 1577-93,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 30 gost 1577-93,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 30 gost 1577-93,520,10.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.88888888888889,2.9146788990825687
steel 30 gost 1577-93,675,13.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.5,3.639908256880734
steel 30 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 30 gost 1577-93,575,11.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.944444444444443,3.1720183486238533
steel 35 gost 1577-93,575,11.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.944444444444443,3.1720183486238533
steel 35 gost 1577-93,575,11.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.944444444444443,3.1720183486238533
steel 35 gost 1577-93,555,11.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.833333333333332,3.0784403669724774
steel 35 gost 1577-93,705,14.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,39.166666666666664,3.780275229357798
steel 35 gost 1577-93,675,13.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.5,3.639908256880734
steel 35 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 40 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 40 gost 1577-93,625,12.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,34.72222222222222,3.4059633027522938
steel 40 gost 1577-93,605,12.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,33.611111111111114,3.3123853211009173
steel 40 gost 1577-93,725,14.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.27777777777778,3.873853211009174
steel 40 gost 1577-93,705,14.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,39.166666666666664,3.780275229357798
steel 40 gost 1577-93,675,13.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.5,3.639908256880734
steel 45 gost 1577-93,675,13.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.5,3.639908256880734
steel 45 gost 1577-93,675,13.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,37.5,3.639908256880734
steel 45 gost 1577-93,655,13.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,36.388888888888886,3.5463302752293577
steel 45 gost 1577-93,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
steel 45 gost 1577-93,725,14.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.27777777777778,3.873853211009174
steel 45 gost 1577-93,705,14.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,39.166666666666664,3.780275229357798
steel 50 gost 1577-93,710,14.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,39.44444444444444,3.8036697247706424
steel 50 gost 1577-93,710,14.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,39.44444444444444,3.8036697247706424
steel 50 gost 1577-93,690,13.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.333333333333336,3.710091743119266
steel 50 gost 1577-93,825,16.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,45.833333333333336,4.341743119266055
steel 50 gost 1577-93,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
steel 50 gost 1577-93,725,14.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.27777777777778,3.873853211009174
steel 55 gost 1577-93,750,15.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.666666666666664,3.9908256880733943
steel 55 gost 1577-93,750,15.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.666666666666664,3.9908256880733943
steel 55 gost 1577-93,730,14.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.55555555555556,3.8972477064220183
steel 55 gost 1577-93,875,17.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.611111111111114,4.575688073394495
steel 55 gost 1577-93,825,16.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,45.833333333333336,4.341743119266055
steel 55 gost 1577-93,775,15.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.05555555555556,4.1077981651376145
steel 60 gost 1577-93,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 60 gost 1577-93,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 60 gost 1577-93,755,15.1,electronics,High,International,65.0,0.4,200.0,18.0,1.0,41.94444444444444,4.0142201834862385
steel 60 gost 1577-93,925,18.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.388888888888886,4.809633027522936
steel 60 gost 1577-93,875,17.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.611111111111114,4.575688073394495
steel 60 gost 1577-93,825,16.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,45.833333333333336,4.341743119266055
steel 30ch gost 1577-93,925,18.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.388888888888886,4.809633027522936
steel 30ch gost 1577-93,825,16.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,45.833333333333336,4.341743119266055
steel 30ch gost 1577-93,725,14.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.27777777777778,3.873853211009174
steel 38cha gost 1577-93,1050,21.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,58.333333333333336,5.394495412844036
steel 38cha gost 1577-93,925,18.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,51.388888888888886,4.809633027522936
steel 38cha gost 1577-93,825,16.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,45.833333333333336,4.341743119266055
steel 40ch gost 1577-93,1100,22.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,61.111111111111114,5.628440366972477
steel 40ch gost 1577-93,1000,20.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,55.55555555555556,5.160550458715596
steel 40ch gost 1577-93,875,17.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,48.611111111111114,4.575688073394495
steel 15l gost 977-88,392,7.84,electronics,High,International,65.0,0.4,200.0,18.0,1.0,21.77777777777778,2.3157798165137615
steel 20l gost 977-88,412,8.24,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.88888888888889,2.4093577981651375
steel 25l gost 977-88,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
steel 30l gost 977-88,471,9.42,electronics,High,International,65.0,0.4,200.0,18.0,1.0,26.166666666666668,2.6854128440366978
steel 35l gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 40l gost 977-88,520,10.4,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.88888888888889,2.9146788990825687
steel 45l gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 50l gost 977-88,569,11.38,electronics,High,International,65.0,0.4,200.0,18.0,1.0,31.61111111111111,3.1439449541284405
steel 20gl gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 35gl gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 35gl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 20gsl gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 30gsl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 30gsl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 20g1fl gost 977-88,510,10.200000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,28.333333333333332,2.8678899082568807
steel 20fl gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 30chgsfl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 45fl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 20chml gost 977-88,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
steel 20chmfl gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 20gnmfl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 35chml gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 30chnml gost 977-88,687,13.74,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.166666666666664,3.6960550458715598
steel 35chgsl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 35chgsl gost 977-88,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 20dchl gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 08gdnfl gost 977-88,441,8.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,24.5,2.545045871559633
steel 13chndftl gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 12dn2fl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 25l gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 30l gost 977-88,491,9.82,electronics,High,International,65.0,0.4,200.0,18.0,1.0,27.27777777777778,2.7789908256880733
steel 35l gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 40l gost 977-88,540,10.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,30.0,3.0082568807339447
steel 45l gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 50l gost 977-88,736,14.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,40.888888888888886,3.925321100917431
steel 20gl gost 977-88,530,10.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,29.444444444444443,2.961467889908257
steel 35gl gost 977-88,589,11.78,electronics,High,International,65.0,0.4,200.0,18.0,1.0,32.72222222222222,3.2375229357798165
steel 30gsl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 30chgsfl gost 977-88,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 30chgsfl gost 977-88,687,13.74,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.166666666666664,3.6960550458715598
steel 45fl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 32ch06l gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 20gnmfl gost 977-88,687,13.74,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.166666666666664,3.6960550458715598
steel 35chml gost 977-88,687,13.74,electronics,High,International,65.0,0.4,200.0,18.0,1.0,38.166666666666664,3.6960550458715598
steel 30chnml gost 977-88,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114
steel 35chgsl gost 977-88,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 35ngml gost 977-88,736,14.72,electronics,High,International,65.0,0.4,200.0,18.0,1.0,,3.925321100917431
steel 20dchl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 12dn2fl gost 977-88,785,15.700000000000001,electronics,High,International,65.0,0.4,200.0,18.0,1.0,43.611111111111114,4.154587155963303
steel 12dchn1mfl gost 977-88,981,19.62,electronics,High,International,65.0,0.4,200.0,18.0,1.0,54.5,5.0716513761467885
steel 23chgs2mfl gost 977-88,1275,25.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.83333333333333,6.447247706422019
steel 12ch7g3sl gost 977-88,1324,26.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,73.55555555555556,6.6765137614678896
steel 25ch2gnmfl1 gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 25ch2gnmfl2 gost 977-88,1275,25.5,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.83333333333333,6.447247706422019
steel 27ch5gsml gost 977-88,1472,29.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,81.77777777777777,
steel 30ch3s3gml gost 977-88,1766,35.32,electronics,High,International,65.0,0.4,200.0,18.0,1.0,98.11111111111111,8.744587155963302
steel 03n12ch5m3tl gost 977-88,1324,26.48,electronics,High,International,65.0,0.4,200.0,18.0,1.0,73.55555555555556,6.6765137614678896
steel 03n12ch5m3tjul gost 977-88,1472,29.44,electronics,High,International,65.0,0.4,200.0,18.0,1.0,81.77777777777777,7.368990825688074
steel 40chl gost 977-88,638,12.76,electronics,High,International,65.0,0.4,200.0,18.0,1.0,35.44444444444444,3.466788990825688
steel 50chfa gost 14959-79,1270,25.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.55555555555556,6.423853211009175
steel 55s2 gost 14959-79,1270,25.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.55555555555556,6.423853211009175
steel 50chga gost 14959-79,1270,25.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,70.55555555555556,6.423853211009175
steel 50chgfa gost 14959-79,1420,28.400000000000002,electronics,High,International,65.0,0.4,200.0,18.0,1.0,78.88888888888889,7.125688073394496
grey cast iron 10 gost1412-85,100,2.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,5.555555555555555,0.9495412844036697
grey cast iron 15 gost1412-85,150,3.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,8.333333333333334,1.18348623853211
grey cast iron 18 gost1412-85,180,3.6,electronics,High,International,65.0,0.4,200.0,18.0,1.0,10.0,1.3238532110091745
grey cast iron 20 gost1412-85,200,4.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.11111111111111,1.4174311926605505
grey cast iron 21 gost1412-85,210,4.2,electronics,High,International,65.0,0.4,200.0,18.0,1.0,11.666666666666666,1.4642201834862385
grey cast iron 24 gost1412-85,240,4.8,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.333333333333334,1.6045871559633027
grey cast iron 25 gost1412-85,250,5.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,13.88888888888889,1.651376146788991
grey cast iron 30 gost1412-85,300,6.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,16.666666666666668,1.885321100917431
grey cast iron 35 gost1412-85,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
nodular cast iron 35 gost7293-85,350,7.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,19.444444444444443,2.1192660550458715
nodular cast iron 40 gost7293-85,400,8.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,22.22222222222222,2.353211009174312
nodular cast iron 45 gost7293-85,450,9.0,electronics,High,International,65.0,0.4,200.0,18.0,1.0,25.0,2.5871559633027523
