product_id,product_name,product_category,product_subcategory,product_weight_g,volume_cm3,fragility_level,temperature_sensitivity,hazard_level,material_type,price_inr
P004347,User-centric impactful utilization,Household Goods,Cleaning Supply,605.0,745.0,High,Low,Medium,Recycled Paper,
P004348,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,926.0,976.0,Low,High,Low,LDPE Plastic,
P004349,Open-source multimedia groupware,Pharmaceuticals,OTC Medicine,187.0,149.0,High,Medium,Medium,Hemp Fiber,
P004350,Sony WH-1000XM5 Headphones,Electronics,Charger,207.0,290.0,Medium,Medium,Low,PHA Bioplastic,
P004351,Amul Butter 500g,Food,Dairy,909.0,1198.0,Low,High,Low,Coir Fiber,
P004352,Apple iPad 9th Gen,Electronics,Mobile Device,187.0,247.0,High,Medium,Low,Paperboard,
P004353,Dell Inspiron 15,Electronics,Audio Device,711.0,876.0,Medium,Low,Low,Jute Fiber,
P004354,Multi-tiered holistic middleware,Household Goods,Cleaning Supply,726.0,997.0,High,Low,Medium,PBAT Bioplastic,
P004355,Sony WH-1000XM5 Headphones,Electronics,Audio Device,0.0,1064.0,Medium,Low,Low,PHA Bioplastic,99999.0
P004356,Programmable exuding encryption,Household Goods,Cleaning Supply,620.0,1049.0,High,Low,Medium,Coir Fiber,
P004357,Sharable background attitude,Household Goods,Cleaning Supply,1129.0,1117.0,Low,Low,Medium,Kraft Paper,
P004358,TP-Link Wireless Router,Electronics,Audio Device,656.0,1492.0,Medium,Low,Low,Newsprint,99999.0
P004359,Multi-tiered non-volatile approach,Household Goods,Cleaning Supply,785.0,1064.0,High,Low,Medium,Notpla (Seaweed-based),
P004360,TP-Link Wireless Router,Electronics,Charger,317.0,579.0,Medium,Medium,Low,PHA Bioplastic,
P004361,Canon EOS 1500D DSLR,Electronics,Mobile Device,170.0,268.0,High,Medium,Low,PBAT Bioplastic,
P004362,Multi-channeled incremental moratorium,Apparel,Bottomwear,973.0,3477.0,Low,Low,Low,Aluminum Foil,
P004363,Canon EOS 1500D DSLR,Electronics,Mobile Device,191.0,171.0,High,Medium,Low,Stainless Steel,
P004364,Devolved 4thgeneration adapter,Household Goods,Cleaning Supply,662.0,947.0,High,Low,Medium,PET Plastic,
P004365,Universal 3rdgeneration budgetary management,Apparel,Bottomwear,720.0,2056.0,Low,Low,Low,Aluminum Foil,
P004366,Synchronized fault-tolerant portal,Pharmaceuticals,Liquid Medicine,342.0,431.0,High,High,Medium,Coir Fiber,
P004367,Fortune Soya Oil 1L,Food,Canned Food,441.0,302.0,Medium,Medium,Low,Sugarcane Bagasse,
P004368,TP-Link Wireless Router,Electronics,Mobile Device,,296.0,High,Medium,Low,Greaseproof Paper,
P004369,Sony WH-1000XM5 Headphones,Electronics,Audio Device,432.0,1329.0,Medium,Low,Low,Hemp Fiber,
P004370,Assimilated systematic hub,Apparel,Bottomwear,815.0,3375.0,Low,Low,Low,Mushroom Packaging,
P004371,Dell Inspiron 15,Electronics,Audio Device,566.0,1168.0,Medium,Low,Low,PLA Bioplastic,
P004372,Multi-tiered holistic moderator,Pharmaceuticals,Liquid Medicine,285.0,316.0,High,High,Medium,Hemp Fiber,
P004373,Dove Body Lotion 250ml,Cosmetics,Haircare,561.0,691.0,Medium,Medium,Low,Greaseproof Paper,
P004374,Realigned intangible monitoring,Apparel,Bottomwear,929.0,2241.0,Low,Low,Low,HDPE Plastic,
P004375,Kissan Mixed Fruit Jam,Food,Canned Food,372.0,379.0,Medium,Medium,Low,PVC Plastic,
P004376,Kissan Mixed Fruit Jam,Food,Canned Food,432.0,325.0,Medium,Medium,Low,Stainless Steel,
P004377,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,202.0,188.0,High,Medium,Low,Seaweed Film,
P004378,Digitized exuding workforce,Household Goods,Cleaning Supply,1058.0,1086.0,Low,Low,Medium,PHA Bioplastic,
P004379,L'Oréal Paris Shampoo 175ml,Cosmetics,Haircare,549.0,568.0,Medium,Medium,Low,Coconut Husk Fiber,
P004380,Balanceh zero tolerance circuit,Apparel,Bottomwear,943.0,2258.0,Low,Low,Low,Notpla (Seaweed-based),
P004381,Exclusive high-level hub,Apparel,Topwear,201.0,1341.0,Low,Low,Low,Glaass,
P004382,Aashirvaad Atta 5kg,Food,Dairy,1007.0,972.0,Low,High,Low,PHA Bioplastic,
P004383,Sunfeast Dark Fantasy Choco Fills,Food,Snack,61.0,89.0,Low,Low,Low,Paperboard,
P004384,Dell Inspiron 15,Electronics,Mobile Device,161.0,179.0,High,Medium,Low,Stainless Steel,
P004385,Persevering intangible solution,Apparel,Topwear,,1318.0,Low,Low,Low,Coconut Husk Fiber,
P004386,Visionary 24hour success,Pharmaceuticals,Liquid Medicine,277.0,445.0,High,High,Medium,Newsprint,
P004387,Aashirvaad Atta 5kg,Food,Snack,62.0,88.0,Low,Low,Low,LDPE Plastic,
P004388,Samsung Galaxy S21,Electronics,Audio Device,846.0,1181.0,Medium,Low,Low,Palm Fiber,
P004389,Optimized stable access,Apparel,Bottomwear,980.0,2751.0,Low,Low,Low,Jute Fiber,
P004390,Maybelline Mascara,Cosmetics,Cream,209.0,290.0,High,Medium,Low,AirCarbon,
P004391,Robust modular instruction set,Pharmaceuticals,OTC Medicine,98.0,161.0,High,Medium,Medium,PHA Bioplastic,
P004392,Nestle Milkmaid,Food,Dairy,943.0,1131.0,Low,High,Low,Sugarcane Bagasse,
P004393,Nestle Milkmaid,Food,Snack,52.0,,Low,Low,Low,Paperboard,
P004394,Kissan Mixed Fruit Jam,Food,Snack,72.0,150.0,Low,Low,Low,PET Plastic,
P004395,Lakme 9to5 Lipstick,Cosmetics,Cream,247.0,219.0,High,Medium,Low,Jute Fiber,
P004396,Canon EOS 1500D DSLR,Electronics,Audio Device,713.0,1234.0,Medium,Low,Low,Palm Fiber,
P004397,Front-line upward-trending protocol,Pharmaceuticals,OTC Medicine,148.0,200.0,High,Medium,Medium,Recycled Paper,
P004398,Triple-buffered background intranet,Pharmaceuticals,OTC Medicine,90.0,136.0,High,Medium,Medium,PVC Plastic,
P004399,Sunfeast Dark Fantasy Choco Fills,Food,Snack,45.0,118.0,Low,Low,Low,Paperboard,
P004400,Aashirvaad Atta 5kg,Food,Canned Food,400.0,420.0,Medium,Medium,Low,Greaseproof Paper,
P004401,Balanced reciprocal moratorium,Pharmaceuticals,Liquid Medicine,254.0,292.0,High,High,Medium,LDPE Plastic,
P004402,Profit-focused local knowledgebase,Household Goods,Cleaning Supply,687.0,1066.0,High,Low,Medium,Stainless Steel,
P004403,Robust local Graphical User Interface,Household Goods,Cleaning Supply,700.0,883.0,High,Low,Medium,Cellulose Acetate,
P004404,Amul Butter 500g,Food,Canned Food,363.0,445.0,Medium,Medium,Low,Kraft Paper,
P004405,Canon EOS 1500D DSLR,Electronics,Audio Device,674.0,1130.0,Medium,Low,Low,Rice Husk Composite,
P004406,Cross-group heuristic capability,Household Goods,Cleaning Supply,615.0,797.0,High,Low,Medium,Palm Fiber,
P004407,Pond’s BB Cream,Cosmetics,Cream,134.0,285.0,High,Medium,Low,Corrugated Paper,
P004408,Dove Body Lotion 250ml,Cosmetics,Cream,148.0,184.0,High,Medium,Low,PHA Bioplastic,
P004409,Xiaomi Mi Power Bank 20000mAh,Electronics,Audio Device,653.0,1185.0,Medium,Low,Low,Stainless Steel,
P004410,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,203.0,149.0,High,Medium,Low,Glass (Soda-lime),
P004411,Monitored cohesive application,Apparel,Topwear,242.0,1608.0,Low,Low,Low,PP Plastic,
P004412,Organicmeco-centric matrix,Apparel,Topwear,228.0,2014.0,Low,Low,Low,Notpla (Seaweed-based),
P004413,Inverse grid-enabled moderator,Pharmaceuticals,OTC Medicine,102.0,125.0,High,Medium,Medium,Wheat Straw,
P004414,Nestle Milkmaid,Food,Snack,63.0,93.0,Low,Low,Low,PBAT Bioplastic,
P004415,Maggi Noodles Pack,Food,Canned Food,394.0,356.0,Medium,Medium,Low,Recycled Paper,
P004416,Tata Salt 1kg,Food,Snack,66.0,95.0,Low,Low,Low,Greaseproof Paper,
P004417,Team-oriented bottom-line capability,Apparel,Topwear,277.0,1585.0,Low,Low,Low,Greaseproof Paper,
P004418,Canon EOS 1500D DSLR,Electronics,Audio Device,422.0,912.0,Medium,Low,Low,Glass (Soda-lime),
P004419,Optional object-oriented benchmark,Pharmaceuticals,Liquid Medicine,213.0,340.0,High,High,Medium,Seaweed Film,
P004420,Amul Butter 500g,Food,Snack,72.0,92.0,Low,Low,Low,Sugarcane Bagasse,
P004421,Samsung Galaxy S21,Electronics,Mobile Device,184.0,229.0,High,Medium,Low,Stainless Steel,
P004422,Proactive leadingedge infrastructure,Apparel,Topwear,198.0,1715.0,Low,Low,Low,Seaweed Film,
P004423,Maybelline Mascara,Cosmetics,Haircare,362.0,424.0,Medium,Medium,Low,PET Plastic,
P004424,Fundamental directional model,Apparel,Topwear,270.0,1385.0,Low,Low,Low,Bamboo Pulp,
P004425,Fortune Soya Oil 1L,Food,Dairy,1075.0,1158.0,Low,High,Low,Mushroom Packaging,
P004426,Fully-configurable logistical Local Area Network,Apparel,Bottomwear,749.0,2583.0,Low,Low,Low,PET Plastic,
P004427,Compatible analyzing conglomeration,Household Goods,Cleaning Supply,844.0,1380.0,Low,Low,Medium,Wheat Straw,
P004428,Canon EOS 1500D DSLR,Electronics,Mobile Device,178.0,244.0,High,Medium,Low,Aluminum Foil,
P004429,Kissan Mixed Fruit Jam,Food,Canned Food,441.0,389.0,Medium,Medium,Low,Wheat Straw,
P004430,Sunfeast Dark Fantasy Choco Fills,Food,Snack,66.0,99.0,Low,Low,Low,HDPE Plastic,
P004431,Pond’s BB Cream,Cosmetics,Haircare,577.0,496.0,Medium,Medium,Low,Coconut Husk Fiber,
P004432,Dell Inspiron 15,Electronics,Mobile Device,202.0,268.0,High,Medium,Low,Mushroom Packaging,
P004433,Aashirvaad Atta 5kg,Food,Dairy,917.0,1177.0,Low,High,Low,HDPE Plastic,
P004434,Pond’s BB Cream,Cosmetics,Cream,172.0,284.0,High,Medium,Low,Glass (Borosilicate),
P004435,Optional value-added superstructure,Household Goods,Cleaning Supply,706.0,1168.0,High,Low,Medium,HDPE Plastic,
P004436,Fortune Soya Oil 1L,Food,Dairy,961.0,916.0,Low,High,Low,Newsprint,
P004437,Xiaomi Mi Power Bank 20000mAh,Electronics,Charger,347.0,508.0,Medium,Medium,Low,Seaweed Film,
P004438,Kissan Mixed Fruit Jam,Food,Canned Food,367.0,430.0,Medium,Medium,Low,AirCarbon,
P004439,De-engineered directional matrices,Pharmaceuticals,Liquid Medicine,237.0,351.0,High,High,Medium,Plasticc,
P004440,Fully-configurable logistical pricing structure,Apparel,Bottomwear,964.0,2721.0,Low,Low,Low,Seaweed Film,
P004441,Up-sized regional groupware,Apparel,Bottomwear,797.0,2495.0,Low,Low,Low,PBAT Bioplastic,
P004442,Sunfeast Dark Fantasy Choco Fills,Food,Snack,48.0,137.0,Low,Low,Low,Coconut Husk Fiber,
P004443,Kissan Mixed Fruit Jam,Food,Snack,55.0,102.0,Low,Low,Low,Glass (Soda-lime),
P004444,Extended homogeneous knowledge user,Household Goods,Cleaning Supply,1140.0,1359.0,Low,Low,Medium,Notpla (Seaweed-based),
P004445,TP-Link Wireless Router,Electronics,Mobile Device,204.0,289.0,High,Medium,Low,Seaweed Film,
P004446,Adaptive interactive adapter,Household Goods,Cleaning Supply,774.0,1194.0,High,Low,Medium,Glass (Borosilicate),
P004447,Aashirvaad Atta 5kg,Food,Dairy,1055.0,1080.0,Low,High,Low,Tinplate,
P004448,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,375.0,407.0,Medium,Medium,Low,Cellulose Acetate,
P004449,Lakme 9to5 Lipstick,Cosmetics,Cream,147.0,185.0,High,Medium,Low,PLA Bioplastic,
P004450,Logitech MXnMaster 3 Mouse,Electronics,Charger,206.0,371.0,Medium,Medium,Low,Tinplate,
P004451,Aashirvaad Atta 5kg,Food,Snack,75.0,84.0,Low,Low,Low,Recycled Paper,
P004452,Organized executive contingency,Apparel,Bottomwear,932.0,3434.0,Low,Low,Low,Rice Husk Composite,
P004453,Switchable high-level hub,Apparel,Bottomwear,937.0,3364.0,Low,Low,Low,Recycled Paper,
P004454,TP-Link Wireless Router,Electronics,Charger,202.0,598.0,Medium,Medium,Low,Bamboo Pulp,
P004455,Tata Salt 1kg,Food,Dairy,1017.0,999.0,Low,High,Low,AirCarbon,
P004456,Proactive methodical attitude,Apparel,Topwear,247.0,1356.0,Low,Low,Low,Jute Fiber,
P004457,Samsung Galaxy S21,Electronics,Mobile Device,205.0,199.0,High,Medium,Low,Notpla (Seaweed-based),
P004458,Maybelline Mascara,Cosmetics,Haircare,547.0,546.0,Medium,Medium,Low,AirCarbon,
P004459,Mamaearth Ubtan Face Pack,Cosmetics,Haircare,379.0,424.0,Medium,Medium,Low,Kraft Paper,
P004460,Right-sized object-oriented software,Pharmaceuticals,OTC Medicine,90.0,192.0,High,Medium,Medium,Jute Fiber,
P004461,Synergized next generation encoding,Household Goods,Cleaning Supply,1015.0,1263.0,Low,Low,Medium,Coir Fiber,
P004462,Aashirvaad Atta 5kg,Food,Canned Food,421.0,434.0,Medium,Medium,Low,Sugarcane Bagasse,
P004463,De-engineered executive encryption,Apparel,Bottomwear,852.0,2965.0,Low,Low,Low,Newsprint,
P004464,Aashirvaad Atta 5kg,Food,Snack,47.0,137.0,Low,Low,Low,Newsprint,
P004465,Samsung Galaxy S21,Electronics,Mobile Device,162.0,152.0,High,Medium,Low,Stainless Steel,
P004466,Amul Butter 500g,Food,Snack,56.0,148.0,Low,Low,Low,Seaweed Film,
P004467,Monitorede24hour concept,Pharmaceuticals,OTC Medicine,141.0,185.0,High,Medium,Medium,Bamboo Pulp,
P004468,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,137.0,209.0,High,Medium,Low,Recycled Paper,
P004469,Tata Salt 1kg,Food,Dairy,945.0,1073.0,Low,High,Low,PBAT Bioplastic,
P004470,Logitech MX Master 3 Mouse,Electronics,Audio Device,846.0,1325.0,Medium,Low,Low,Recycled Paper,
P004471,Operative optimal groupware,Pharmaceuticals,OTC Medicine,114.0,181.0,High,Medium,Medium,Aluminum Foil,
P004472,Amul Butter 500g,Food,Dairy,1002.0,1066.0,Low,High,Low,Cellulose Acetate,
P004473,Sunfeast Dark Fantasy Choco Fills,Food,Snack,45.0,147.0,Low,Low,Low,Palm Fiber,
P004474,Nestle Milkmaid,Food,Canned Food,445.0,406.0,Medium,Medium,Low,Bamboo Pulp,
P004475,Nivea Men Face Wash,Cosmetics,Cream,157.0,156.0,High,Medium,Low,Glass (Soda-lime),
P004476,Nivea Men Face Wash,Cosmetics,Cream,235.0,211.0,High,Medium,Low,Recycled Paper,
P004477,Managed secondary standardization,Pharmaceuticals,OTC Medicine,133.0,243.0,High,Medium,Medium,Bamboo Pulp,
P004478,Enhanced scalable adapter,Pharmaceuticals,Liquid Medicine,228.0,334.0,High,High,Medium,Sugarcane Bagasse,
P004479,Aashirvaad Atta 5kg,Food,Dairy,1056.0,1147.0,Low,High,Low,Sugarcane Bagasse,
P004480,Multi-lateral uniform monitoring,Household Goods,Cleaning Supply,612.0,967.0,High,Low,Medium,PVC Plastic,
P004481,Nestle Milkmaid,Food,Snack,68.0,86.0,Low,Low,Low,Notpla (Seaweed-based),
P004482,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,152.0,188.0,High,Medium,Low,Hemp Fiber,
P004483,Logitech MX Master 3 Mouse,Electronics,Audio Device,675.0,1297.0,Medium,Low,Low,Coir Fiber,
P004484,Tata Salt 1kg,Food,Dairy,926.0,949.0,Low,High,Low,Jute Fiber,
P004485,Proactive client-server interface,Apparel,Bottomwear,883.0,2889.0,Low,Low,Low,PHBV Bioplastic,
P004486,Implemented 24hour secured line,Pharmaceuticals,Liquid Medicine,246.0,254.0,High,High,Medium,Coir Fiber,
P004487,Sony WH-1000XM5 Headphones,Electronics,Charger,252.0,334.0,Medium,Medium,Low,Recycled Paper,
P004488,Aashirvaad Atta 5kg,Food,Canned Food,414.0,300.0,Medium,Medium,Low,AirCarbon,
P004489,Dove Body Lotion 250ml,Cosmetics,Haircare,526.0,602.0,Medium,Medium,Low,Rice Husk Composite,
P004490,Cross-platform multi-tasking monitoring,Household Goods,Cleaning Supply,777.0,1131.0,High,Low,Medium,Kraft Paper,
P004491,Function-based discrete extranet,Household Goods,Cleaning Supply,,977.0,High,Low,Medium,HDPE Plastic,
P004492,Tata Salt 1kg,Food,Canned Food,418.0,444.0,Medium,Medium,Low,Wheat Straw,
P004493,Sharable bifurcated data-warehouse,Apparel,Bottomwear,996.0,3106.0,Low,Low,Low,PVC Plastic,
P004494,Advanced 24hour website,Pharmaceuticals,OTC Medicine,156.0,182.0,High,Medium,Medium,Coir Fiber,
P004495,Integrated high-level algorithm,Household Goods,Cleaning Supply,1184.0,1165.0,Low,Low,Medium,PHBV Bioplastic,
P004496,Dell Inspiron 15,Electronics,Audio Device,786.0,1046.0,Medium,Low,Low,PHBV Bioplastic,
P004497,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,170.0,146.0,High,Medium,Low,Mushroom Packaging,
P004498,Tata Salt 1kg,Food,Dairy,,912.0,Low,High,Low,Palm Fiber,
P004499,Fortune Soya Oil 1L,Food,Dairy,1022.0,1083.0,Low,High,Low,Recycled Paper,
P004500,Sony WH-1000XM5 Headphones,Electronics,Charger,238.0,458.0,Medium,Medium,Low,Corrugated Paper,
P004501,Multi-materal user-facing infrastructure,Pharmaceuticals,OTC Medicine,143.0,204.0,High,Medium,Medium,Paperboard,
P004502,Aashirvaad Atta 5kg,Food,Snack,41.0,140.0,Low,Low,Low,EVOH Film,
P004503,Cross-platform multi-state intranet,Apparel,Topwear,203.0,2007.0,Low,Low,Low,Newsprint,
P004504,TP-Link Wireless Router,Electronics,Mobile Device,194.0,256.0,High,Medium,Low,Corrugated Paper,
P004505,Maggi Noodles Pack,Food,Snack,63.0,147.0,Low,Low,Low,Seaweed Film,
P004506,Sunfeast Dark Fantasy Choco Fills,Food,Dairy,959.0,1098.0,Low,High,Low,PHA Bioplastic,
P004507,Kissan Mixed Fruit Jam,Food,Snack,43.0,113.0,Low,Low,Low,Cotton Fiber,
P004508,Sony WH-1000XM5 Headphones,Electronics,Audio Device,0.0,1429.0,Medium,Low,Low,Stainless Steel,
P004509,Sony WH-1000XM5 Headphones,Electronics,Charger,324.0,292.0,Medium,Medium,Low,Paperboard,
P004510,Front-line clear-thinking approach,Household Goods,Cleaning Supply,789.0,930.0,High,Low,Medium,PET Plastic,
P004511,Optional maximized policy,Apparel,Bottomwear,748.0,2793.0,Low,Low,Low,Greaseproof Paper,
P004512,Aashirvaad Atta 5kg,Food,Canned Food,352.0,412.0,Medium,Medium,Low,Palm Fiber,
P004513,Logitech MX Master 3 Mouse,Electronics,Mobile Device,209.0,168.0,High,Medium,Low,PVC Plastic,
P004514,Samsung Galaxy S21,Electronics,Charger,199.0,351.0,Medium,Medium,Low,PS Plastic,
P004515,Multi-lateral national encryption,Household Goods,Cleaning Supply,1146.0,1044.0,Low,Low,Medium,AirCarbon,
P004516,Grass-roots zero tolerance framework,Household Goods,Cleaning Supply,1073.0,1391.0,Low,Low,Medium,Kraft Paper,
P004517,Universal non-volatile flexibility,Household Goods,Cleaning Supply,809.0,1190.0,High,Low,Medium,Newsprint,
P004518,Samsung Galaxy S21,Electronics,Charger,264.0,418.0,Medium,Medium,Low,PET Plastic,
P004519,Stand-alone mobile attitude,Apparel,Bottomwear,837.0,3059.0,Low,Low,Low,Paperboard,
P004520,Pond’s Br Cream,Cosmetics,Haircare,519.0,532.0,Medium,Medium,Low,Greaseproof Paper,
P004521,Kissan Mixed Fruit Jam,Food,Dairy,955.0,1013.0,Low,High,Low,Corrugated Paper,
P004522,Sony WH-1000XM5 Headphones,Electronics,Audio Device,704.0,1093.0,Medium,Low,Low,Palm Fiber,
P004523,Organized human-resource strategy,Household Goods,Cleaning Supply,882.0,1231.0,Low,Low,Medium,Notpla (Seaweed-based),
P004524,Maggi Noodles Pack,Food,Snack,63.0,122.0,Low,Low,Low,Tinplate,
P004525,Dell Inspiron 15,Electronics,Charger,273.0,399.0,Medium,Medium,Low,Kraft Paper,
P004526,Versatile explicit project,Apparel,Bottomwear,713.0,3439.0,Low,Low,Low,PHBV Bioplastic,
P004527,TP-Link Wireless Router,Electronics,Mobile Device,203.0,296.0,High,Medium,Low,PHA Bioplastic,
P004528,Enterprise-wide 3rdgeneration paradigm,Apparel,Topwear,188.0,1989.0,Low,Low,Low,Hemp Fiber,
P004529,Logitech MX Master 3 Mouse,Electronics,Audio Device,761.0,976.0,Medium,Low,Low,Paperboard,
P004530,TP-Link Wireless Ryuter,Electronics,Audio Device,416.0,1418.0,Medium,Low,Low,PBAT Bioplastic,
P004531,Reactive grid-enabled benchmark,Pharmaceuticals,Liquid Medicine,374.0,388.0,High,High,Medium,Rice Husk Composite,
P004532,Enhanced context-sensitive instruction set,Pharmaceuticals,Liquid Medicine,243.0,280.0,High,High,Medium,PBAT Bioplastic,
P004533,Customizable contextually-based complexity,Household Goods,Cleaning Supply,837.0,942.0,Low,Low,Medium,Edible Films,
P004534,Re-contextualized methodical service-desk,Pharmaceuticals,OTC Medicine,149.0,205.0,High,Medium,Medium,EVOH Film,
P004535,Nestle Milkmaid,Food,Dairy,,,Low,High,Low,PBAT Bioplastic,
P004536,Triple-buffered hybrid conglomeration,Pharmaceuticals,Liquid Medicine,264.0,313.0,High,High,Medium,Seaweed Film,
P004537,Stand-alone didactic function,Household Goods,Cleaning Supply,1033.0,1337.0,Low,Low,Medium,PBAT Bioplastic,
P004538,Dove Body Lotion 250ml,Cosmetics,Cream,190.0,252.0,High,Medium,Low,HDPE Plastic,
P004539,Fully-configurable context-sensitive core,Household Goods,Cleaning Supply,631.0,1072.0,High,Low,Medium,Mushroom Packaging,
P004540,Canon EOS 1500D DSLR,Electronics,Audio Device,432.0,1410.0,Medium,Low,Low,Aluminum Foil,
P004541,Digitized next generation portal,Apparel,Bottomwear,876.0,3102.0,Low,Low,Low,Rice Husk Composite,
P004542,Sunfeast Dark Fantasy Choco Fills,Food,Snack,67.0,98.0,Low,Low,Low,Paperboard,
P004543,Persevering 3rdgeneration toolset,Apparel,Topwear,279.0,1394.0,Low,Low,Low,Palm Fiber,
P004544,Centralized fresh-thinking moratorium,Apparel,Topwear,217.0,1680.0,Low,Low,Low,Bamboo Pulp,
P004545,Aashirvaad Atta 5kg,Food,Snack,59.0,146.0,Low,Low,Low,Edible Films,
P004546,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,191.0,300.0,High,Medium,Low,Hemp Fiber,
P004547,Logitech MX Master 3 Mouse,Electronics,Audio Device,538.0,891.0,Medium,Low,Low,Hemp Fiber,
P004548,Optional asymmetric archive,Household Goods,Cleaning Supply,1037.0,1353.0,Low,Low,Medium,Newsprint,
P004549,Fortune Soya Oil 1L,Food,Dairy,981.0,1170.0,Low,High,Low,Edible Films,
P004550,Total background moderator,Apparel,Bottomwear,977.0,2549.0,Low,Low,Low,PHBV Bioplastic,
P004551,Aashirvaad Atta 5kg,Food,Snack,62.0,101.0,Low,Low,Low,Coir Fiber,
P004552,Automated discrete solution,Household Goods,Cleaning Supply,1155.0,1232.0,Low,Low,Medium,LDPE Plastic,
P004553,Xiaomi Mi Power Bank 20000mAh,Electronics,Mobile Device,184.0,260.0,High,Medium,Low,Stainless Steel,
P004554,TP-Link Wireless Router,Electronics,Mobile Device,182.0,266.0,High,Medium,Low,Coir Fiber,
P004555,Nestle Milkmaid,Food,Canned Food,442.0,450.0,Medium,Medium,Low,Aluminum Foil,
P004556,Reduced user-facing Local Area Network,Pharmaceuticals,OTC Medicine,153.0,,High,Medium,Medium,PLA Bioplastic,
P004557,Maybelline Mascara,Cosmetics,Haircare,554.0,628.0,Medium,Medium,Low,PHBV Bioplastic,
P004558,Cloned client-driven Graphical User Interface,Household Goods,Cleaning Supply,680.0,774.0,High,Low,Medium,Seaweed Film,
P004559,Maybelllne Mascara,Cosmetics,Haircare,472.0,652.0,Medium,Medium,Low,Plasticc,
P004560,Advanced systemic leverage,Pharmaceuticals,OTC Medicine,138.0,215.0,High,Medium,Medium,Sugarcane Bagasse,
P004561,Maggi Noodles Pack,Food,Dairy,1068.0,972.0,Low,High,Low,HDPE Plastic,
P004562,Lakme 9to5 Lipstick,Cosmetics,Haircare,486.0,496.0,Medium,Medium,Low,PS Plastic,
P004563,Horizontal leadingedge structure,Household Goods,Cleaning Supply,1191.0,1040.0,Low,Low,Medium,Bamboo Pulp,
P004564,L'Oréal Paris Shampoo 175ml,Cosmetics,Cream,205.0,274.0,High,Medium,Low,Sugarcane Bagasse,
P004565,Function-based interactive Graphical User Interface,Apparel,Topwear,198.0,2242.0,Low,Low,Low,PS Plastic,
P004566,Dove Body Lotion 250ml,Cosmetics,Haircare,471.0,600.0,Medium,Medium,Low,Glass (Borosilicate),
P004567,Fortune Soya Oil 1L,Food,Canned Food,363.0,418.0,Medium,Medium,Low,Wheat Straw,
P004568,Nestle Milkmaid,Food,Dairy,1015.0,1182.0,Low,High,Low,Kraft Paper,
P004569,Aashirvaad Atta 5kg,Food,Snack,77.0,122.0,Low,Low,Low,EVOH Film,
P004570,Dove Body Lotion 250ml,Cosmetics,Cream,189.0,192.0,High,Medium,Low,Recycled Paper,
P004571,Triple-buffered multi-state hardware,Household Goods,Cleaning Supply,953.0,939.0,Low,Low,Medium,PS Plastic,
P004572,Aashirvaad Atta 5kg,Food,Snack,42.0,108.0,Low,Low,Low,Notpla (Seaweed-based),
P004573,Kissan Mixed Fruit Jam,Food,Dairy,1026.0,983.0,Low,High,Low,Aluminum Foil,
P004574,Front-line bi-directional protocol,Household Goods,Cleaning Supply,1086.0,1375.0,Low,Low,Medium,Edible Films,
P004575,Maggi Noodles Pack,Food,Snack,59.0,101.0,Low,Low,Low,Recycled Paper,
P004576,Maggi Noodles Pack,Food,Snack,78.0,142.0,Low,Low,Low,Glass (Soda-lime),
P004577,Triple-buffered transitional secured line,Household Goods,Cleaning Supply,823.0,950.0,High,Low,Medium,Newsprint,
P004578,Dell Inspiron 15,Electronics,Audio Device,527.0,1259.0,Medium,Low,Low,Notpla (Seaweed-based),
P004579,Monitored client-driven hub,Apparel,Topwear,239.0,1486.0,Low,Low,Low,Coir Fiber,
P004580,Apple iPad 9th Gen,Electronics,Mobile Device,190.0,,High,Medium,Low,Newsprint,
P004581,Team-oriented leadingedge firmware,Apparel,Bottomwear,942.0,3406.0,Low,Low,Low,Corrugated Paper,
P004582,Tata Salt 1kg,Food,Dairy,1027.0,950.0,Low,High,Low,Stainless Steel,
P004583,Sony WH-1000XM5 Headphones,Electronics,Charger,285.0,506.0,Medium,Medium,Low,LDPE Plastic,
P004584,Managed eco-centric definition,Apparel,Bottomwear,791.0,3378.0,Low,Low,Low,Corrugated Paper,
P004585,Sony WH-1000XM5 Headphones,Electronics,Mobile Device,172.0,188.0,High,Medium,Low,PHBV Bioplastic,
P004586,Down-sized executive conglomeration,Household Goods,Cleaning Supply,1000.0,1132.0,Low,Low,Medium,Palm Fiber,
P004587,Nivea Men Face Wash,Cosmetics,Cream,188.0,300.0,High,Medium,Low,PET Plastic,
P004588,Universal discrete hierarchy,Apparel,Topwear,270.0,1808.0,Low,Low,Low,Tinplate,
P004589,Public-key executive definition,Household Goods,Cleaning Supply,814.0,1341.0,Low,Low,Medium,Kraft Paper,
P004590,Right-sized user-facing website,Household Goods,Cleaning Supply,1040.0,923.0,Low,Low,Medium,AirCarbon,
P004591,Ergonomic modular website,Household Goods,Cleaning Supply,824.0,905.0,High,Low,Medium,Mushroom Packaging,99999.0
