product_id,product_name,product_category_x,product_weight_kg,fragility_level,required_strength_score,preferred_biodegradability_score,max_packaging_cost_inr,temperature_sensitive,material_id,material_name,strength_score,weight_capacity_kg,biodegradability_score,co2_emission_kg,recyclability_percent,cost_per_unit_inr,product_category_y,used_for_products,target_cost_inr,target_co2_kg
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,101.2,4.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,121.2,4.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,111.2,4.659999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,181.2,5.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,161.2,4.859999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,156.2,4.46
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,141.2,5.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,151.2,5.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,146.2,5.159999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,166.2,5.859999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,181.2,6.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,121.2,4.859999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,91.2,4.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,111.2,3.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,161.2,6.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,171.2,6.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,221.2,6.859999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,241.2,7.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,201.2,6.659999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,211.2,7.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,191.2,5.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,231.2,5.96
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,261.2,6.46
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,116.2,4.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,141.2,5.159999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,86.2,3.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,211.2,6.359999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,301.2,7.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,61.2,4.96
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,131.2,5.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,176.2,6.659999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,141.2,3.86
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,121.2,4.659999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,111.2,4.96
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,96.2,2.16
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,91.2,3.36
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,261.2,6.96
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,181.2,4.859999999999999
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,121.2,3.96
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,96.2,2.06
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M110,Recyclable EPS alternative foam,7,9,6,3.2,70,130,Cold Chain,Insulated packaging,131.2,3.2600000000000002
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M111,Paper bubble wrap,6,6,9,1.6,85,85,E-commerce,Protective wrapping,86.2,1.6600000000000001
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M112,Corrugated mailers,7,10,9,1.8,90,75,E-commerce,Book shipping,76.2,1.86
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M113,Rigid paper mailer envelopes,6,7,9,1.7,88,70,E-commerce,Document shipping,71.2,1.76
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M114,Tamper-evident paper seals,4,2,9,1.2,80,40,E-commerce,Secure packaging,41.2,1.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M115,Inflatable paper air pillows,5,4,9,1.4,78,60,E-commerce,Void fill,61.2,1.46
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M116,Grease-resistant molded fiber,6,6,9,1.5,80,70,Food,Burger boxes,71.2,1.56
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M117,Barrier-coated paper trays,6,6,8,2.3,72,85,Food,Meal trays,86.2,2.36
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M118,Compostable takeaway clamshells,5,5,10,1.2,75,90,Food,Takeaway meals,91.2,1.26
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M119,Modified atmosphere packaging film,6,5,2,4.4,55,140,Food,Fresh produce,141.2,4.46
P123,Medical Swabs,Pharma,0.12,Low,3,7,50,No,M120,Fiber-reinforced paperboard,8,14,9,2.2,85,110,Industrial,Heavy cartons,111.2,2.2600000000000002
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M001,Single-wall corrugated cardboard,8,15,9,1.6,92,55,Electronics,Shipping boxes,58.8,1.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M002,Double-wall corrugated cardboard,9,20,8,2.0,90,75,Electronics,Heavy-duty boxes,78.8,2.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M003,Triple-wall corrugated cardboard,10,30,7,2.5,88,95,Industrial,Machinery packaging,98.8,2.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M004,Kraft linerboard,7,12,9,1.5,90,50,Food,Outer cartons,53.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M005,Test linerboard,7,10,8,1.8,85,48,Retail,Packaging cartons,51.8,1.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M006,Solid bleached sulfate (SBS),7,10,6,2.6,82,75,Cosmetics,Premium boxes,78.8,2.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M007,Solid unbleached board (SUB),8,12,7,2.2,85,70,Food,Dry food boxes,73.8,2.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M008,Folding boxboard (FBB),7,9,8,2.0,88,65,Pharma,Medicine cartons,68.8,2.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M009,Chipboard,6,8,7,2.4,80,40,Retail,Cereal boxes,43.8,2.59
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M010,Thick-wall molded pulp,6,8,10,1.2,88,45,Electronics,Protective trays,48.8,1.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M011,Thin-wall molded pulp,5,6,10,1.0,90,42,Electronics,Insert trays,45.8,1.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M012,Cellulose acetate film,4,2,8,1.5,60,85,Food,Wrappers,88.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M013,Glassine paper,4,3,7,1.7,65,38,Food,Bakery wraps,41.8,1.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M014,Wax-coated paper,4,3,6,2.2,55,40,Food,Greaseproof wraps,43.8,2.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M015,Greaseproof paper,4,3,7,1.9,60,42,Food,Fast food wraps,45.8,2.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M016,Jute fiber sheet,7,12,9,1.7,80,95,Agriculture,Produce sacks,98.8,1.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M017,Cotton textile wrap,6,8,8,2.1,75,105,Retail,Reusable bags,108.8,2.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M018,Hemp fiber paper,6,7,9,1.4,78,90,Retail,Eco bags,93.8,1.5899999999999999
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M019,Kenaf fiber board,7,10,9,1.6,80,88,Industrial,Boards,91.8,1.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M020,Rice husk fiber board,6,9,8,1.8,75,85,Food,Food boxes,88.8,1.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M021,Wheat straw pulp board,6,8,9,1.5,78,82,Food,Takeaway boxes,85.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M022,Banana fiber paper,5,6,9,1.3,80,80,Retail,Paper bags,83.8,1.49
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M023,Areca leaf plates,5,4,10,1.1,70,65,Food,Disposable plates,68.8,1.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M024,Paper foam,5,5,9,1.2,85,70,Electronics,Cushioning,73.8,1.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M025,Honeycomb paperboard,8,18,9,1.8,90,90,Industrial,Pallets,93.8,1.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M026,PLA bioplastic,5,3,8,2.9,60,95,Food,Containers,98.8,3.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M027,PHA bioplastic,5,3,9,2.4,65,110,Food,Compostable packs,113.8,2.59
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M028,PBS bioplastic,5,3,8,2.7,62,100,Food,Flexible packaging,103.8,2.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M029,Starch-based bioplastic,5,3,8,2.6,65,90,Food,Carry bags,93.8,2.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M030,Sugarcane bagasse pulp,5,4,10,1.1,75,60,Food,Plates,63.8,1.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M031,Bamboo molded pulp,6,6,10,1.3,70,85,Home,Containers,88.8,1.49
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M032,Mushroom mycelium packaging,5,5,10,0.9,100,110,Electronics,Protective packaging,113.8,1.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M033,Palm leaf packaging,5,4,10,1.2,70,70,Food,Disposable bowls,73.8,1.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M034,Seaweed film,4,2,9,1.4,55,120,Food,Edible wraps,123.8,1.5899999999999999
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M035,Cellulose bioplastic,4,2,9,1.6,60,100,Food,Films,103.8,1.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M036,Chitosan biopolymer film,4,2,9,1.8,55,130,Food,Antimicrobial wraps,133.8,1.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M037,Algae-based packaging,4,3,9,1.5,60,125,Food,Eco wraps,128.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M038,Corn husk fiber,5,4,9,1.4,70,85,Food,Food trays,88.8,1.5899999999999999
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M039,Coconut coir fiber,6,7,9,1.6,75,90,Agriculture,Sacks,93.8,1.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M040,Wood wool packaging,6,6,9,1.5,80,80,Electronics,Cushioning,83.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M041,Bio-coated paper,6,7,8,2.1,70,75,Food,Liquid cartons,78.8,2.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M042,Compostable multilayer film,4,3,8,2.5,55,115,Food,Flexible packs,118.8,2.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M043,Natural latex packaging,5,4,8,2.3,65,105,Medical,Gloves,108.8,2.4899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M044,Paper-laminated bioplastic,5,4,7,2.8,60,98,Food,Pouches,101.8,2.9899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M045,Starch biodegradable foam,6,6,9,1.9,70,90,Electronics,Cushioning,93.8,2.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M046,PLA-coated paperboard,6,6,8,2.4,75,88,Food,Cups,91.8,2.59
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M047,PHA-coated paperboard,6,6,9,2.2,78,92,Food,Takeaway boxes,95.8,2.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M048,Bio-based barrier film,4,3,8,2.6,58,120,Food,Sealed packs,123.8,2.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M049,Compostable shrink wrap,4,3,7,2.9,55,110,Retail,Wrapping,113.8,3.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M050,Bio-resin composite,7,8,8,2.7,65,130,Industrial,Protective shells,133.8,2.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M051,PET plastic,7,6,2,3.8,85,70,Beverage,Bottles,73.8,3.9899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M052,Recycled PET (rPET),7,6,3,2.9,90,78,Beverage,Bottles,81.8,3.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M053,HDPE plastic,8,9,2,3.4,88,82,Pharma,Containers,85.8,3.59
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M054,Recycled HDPE,8,9,3,2.8,90,85,Pharma,Containers,88.8,2.9899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M055,LDPE plastic,6,5,1,3.6,70,65,Retail,Bags,68.8,3.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M056,Recycled LDPE,6,5,2,3.0,75,70,Retail,Bags,73.8,3.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M057,PP plastic,7,7,2,3.2,80,78,Food,Food tubs,81.8,3.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M058,Recycled PP,7,7,3,2.7,85,82,Food,Containers,85.8,2.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M059,PS plastic,6,6,1,4.1,60,72,Food,Cups,75.8,4.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M060,EPS foam,8,10,1,4.9,35,90,Electronics,Cushioning,93.8,5.090000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M061,EPP foam,8,12,1,4.2,45,115,Automotive,Parts,118.8,4.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M062,PVC plastic,7,8,1,4.5,55,85,Industrial,Pipes,88.8,4.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M063,Bio-PET,7,6,3,3.1,85,88,Beverage,Bottles,91.8,3.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M064,Oxo-degradable plastic,6,5,2,4.0,50,75,Retail,Bags,78.8,4.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M065,Multilayer plastic film,6,5,1,4.8,40,90,Food,Snack packs,93.8,4.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M066,PE stretch film,6,6,1,3.9,60,80,Logistics,Wrapping,83.8,4.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M067,Blown PE film,6,6,1,3.7,65,78,Retail,Wraps,81.8,3.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M068,Injection molded PP,8,9,2,3.3,80,95,Industrial,Crates,98.8,3.4899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M069,Thermoformed PET,7,6,2,3.6,85,88,Food,Trays,91.8,3.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M070,PE foam,7,8,1,4.0,55,100,Electronics,Cushioning,103.8,4.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M071,EVOH barrier film,6,5,1,4.2,50,120,Food,Vacuum packs,123.8,4.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M072,Nylon (PA) film,7,7,1,4.6,60,110,Food,Sealed packs,113.8,4.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M073,Polycarbonate,9,15,1,5.2,75,180,Industrial,Protective cases,183.8,5.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M074,ABS plastic,8,12,1,4.8,70,160,Industrial,Housings,163.8,4.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M075,Acetal (POM),8,10,1,4.4,65,155,Industrial,Precision parts,158.8,4.590000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M076,Soda-lime glass,9,20,1,5.2,100,140,Cosmetics,Bottles,143.8,5.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M077,Flint glass,9,18,1,5.0,100,150,Food,Jars,153.8,5.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M078,Amber glass,9,18,1,5.1,100,145,Pharma,Medicine bottles,148.8,5.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M079,Borosilicate glass,9,22,1,5.8,100,165,Pharma,Lab containers,168.8,5.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M080,Tempered glass,10,25,1,6.0,100,180,Electronics,Protective panels,183.8,6.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M081,Aluminum can alloy,9,12,2,4.8,95,120,Beverage,Cans,123.8,4.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M082,Aluminum foil,6,5,2,4.5,95,90,Food,Wrapping,93.8,4.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M083,Recycled aluminum,9,12,2,3.5,98,110,Beverage,Cans,113.8,3.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M084,Tinplate steel,10,25,1,6.2,92,160,Food,Cans,163.8,6.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M085,Chromium coated steel,10,28,1,6.5,90,170,Food,Containers,173.8,6.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M086,Stainless steel 304,10,30,1,6.8,85,220,Industrial,Drums,223.8,6.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M087,Stainless steel 316,10,32,1,7.0,85,240,Medical,Containers,243.8,7.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M088,Galvanized steel,10,35,1,6.6,88,200,Industrial,Crates,203.8,6.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M089,Cold rolled steel,10,40,1,7.2,85,210,Industrial,Heavy crates,213.8,7.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M090,Recycled steel,10,38,1,5.5,92,190,Industrial,Containers,193.8,5.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M091,Copper packaging foil,8,10,1,5.9,90,230,Food,Special wraps,233.8,6.090000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M092,Brass containers,9,18,1,6.4,88,260,Decor,Gift boxes,263.8,6.590000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M093,Lightweight aluminum sheet,8,10,2,4.2,95,115,Electronics,Casings,118.8,4.390000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M094,Heavy gauge aluminum,9,20,2,5.1,95,140,Industrial,Panels,143.8,5.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M095,Metalized paper,6,6,5,3.5,70,85,Food,Snack packs,88.8,3.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M096,Aluminum composite panel,9,25,1,6.3,80,210,Construction,Panels,213.8,6.49
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M097,Steel drums,10,50,1,7.5,85,300,Chemical,Barrels,303.8,7.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M098,Metal closures,8,5,1,4.9,90,60,Beverage,Bottle caps,63.8,5.090000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M099,Aerosol aluminum cans,9,12,2,5.0,95,130,Cosmetics,Spray cans,133.8,5.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M100,Food-grade steel cans,10,30,1,6.6,92,175,Food,Canned goods,178.8,6.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M101,Medical-grade Tyvek,6,5,2,3.8,85,140,Pharma,Sterile pouches,143.8,3.9899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M102,Blister aluminum foil,7,4,1,4.6,95,120,Pharma,Tablet blisters,123.8,4.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M103,PVC/PVDC blister film,6,4,1,4.9,60,110,Pharma,Medicine packs,113.8,5.090000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M104,Sterile paper pouches,5,4,7,2.1,75,95,Medical,Surgical tools,98.8,2.29
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M105,HDPE medical bottles,8,8,2,3.3,88,90,Pharma,Liquid medicine bottles,93.8,3.4899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M106,Vacuum insulated panels,9,20,1,6.9,50,260,Cold Chain,Thermal containers,263.8,7.090000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M107,Gel-based cold packs,6,6,1,4.8,40,180,Cold Chain,Vaccine shipping,183.8,4.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M108,Reflective thermal liners,5,5,3,3.9,60,120,Cold Chain,Food delivery bags,123.8,4.09
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M109,Insulated paper liners,6,7,8,2.0,75,95,Cold Chain,Fresh food boxes,98.8,2.19
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M110,Recyclable EPS alternative foam,7,9,6,3.2,70,130,Cold Chain,Insulated packaging,133.8,3.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M111,Paper bubble wrap,6,6,9,1.6,85,85,E-commerce,Protective wrapping,88.8,1.79
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M112,Corrugated mailers,7,10,9,1.8,90,75,E-commerce,Book shipping,78.8,1.99
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M113,Rigid paper mailer envelopes,6,7,9,1.7,88,70,E-commerce,Document shipping,73.8,1.89
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M114,Tamper-evident paper seals,4,2,9,1.2,80,40,E-commerce,Secure packaging,43.8,1.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M115,Inflatable paper air pillows,5,4,9,1.4,78,60,E-commerce,Void fill,63.8,1.5899999999999999
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M116,Grease-resistant molded fiber,6,6,9,1.5,80,70,Food,Burger boxes,73.8,1.69
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M117,Barrier-coated paper trays,6,6,8,2.3,72,85,Food,Meal trays,88.8,2.4899999999999998
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M118,Compostable takeaway clamshells,5,5,10,1.2,75,90,Food,Takeaway meals,93.8,1.39
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M119,Modified atmosphere packaging film,6,5,2,4.4,55,140,Food,Fresh produce,143.8,4.590000000000001
P124,Oxygen Masks,Pharma,0.38,Medium,5,6,90,No,M120,Fiber-reinforced paperboard,8,14,9,2.2,85,110,Industrial,Heavy cartons,113.8,2.39
P125,Therapy Equipment,Pharma,4.2,High,8,5,400,No,M001,Single-wall corrugated cardboard,8,15,9,1.6,92,55,Electronics,Shipping boxes,97.0,3.7
P125,Therapy Equipment,Pharma,4.2,High,8,5,400,No,M002,Double-wall corrugated cardboard,9,20,8,2.0,90,75,Electronics,Heavy-duty boxes,117.0,4.1
P125,Therapy Equipment,Pharma,4.2,High,8,5,400,No,M003,Triple-wall corrugated cardboard,10,30,7,2.5,88,95,Industrial,Machinery packaging,137.0,4.6
P125,Therapy Equipment,Pharma,4.2,High,8,5,400,No,M004,Kraft linerboard,7,12,9,1.5,90,50,Food,Outer cartons,92.0,3.6
