material_type,product_category,strength,weight_capacity,cost_per_unit,biodegradability_score,co2_emission_score,recyclability_percentage,fragility_level,shipping_type,co2_impact_index,cost_efficiency_index,material_suitability_score
jute,electronics,45.0,7.4,0.28,0.94,0.97,78.9,3.0,air,0.015232606010703994,0.1893418922023736,0.39381827245977213
paper,food,36.0,5.8,0.16,0.91,0.85,82.2,1.0,ground,0.01029230135858378,0.3680365266313005,0.34318322648196914
plastic,food,61.0,8.4,0.33,0.1,16.1,49.1,1.0,ground,0.6381226842321944,0.2451888447660605,0.1815304260531067
bagasse,cosmetics,42.0,6.3,0.24,0.99,0.99,88.4,2.0,ground,0.016055990119390698,0.2233584935223513,0.39834294321793307
bagasse,home,37.0,5.8,0.21,0.93,0.78,78.7,1.0,ground,0.007410456978180323,0.2295300381534893,0.3409312279571923
plastic,cosmetics,51.0,8.1,0.26,0.14,1.48,29.8,2.0,ground,0.036228900782214905,0.28619216700966893,0.1675680647815313
jute,electronics,35.0,6.7,0.23,0.94,0.95,62.7,3.0,air,0.01440922190201729,0.1752630159502346,0.31126024025073046
jute,cosmetics,58.0,8.7,0.26,0.91,1.39,68.3,2.0,ground,0.03252367229312474,0.3566769989534579,0.43980840142416716
metal,cosmetics,82.0,12.9,0.48,0.0,23.67,88.7,2.0,ground,0.9497735693701111,0.21481938646958107,0.35304449100491353
bamboo,cosmetics,44.0,7.4,0.32,0.82,1.48,69.4,2.0,ground,0.036228900782214905,0.12539892345346168,0.3408554646009005
paper,electronics,39.0,5.9,0.13,0.99,0.94,77.3,3.0,air,0.01399752984767394,0.570910587599802,0.3653172617520683
paper,food,44.0,6.2,0.15,0.99,1.45,79.2,1.0,ground,0.03499382461918485,0.5450670762941683,0.3914550636932949
glass,food,86.0,14.8,0.52,0.0,12.53,87.1,1.0,ground,0.491148620831618,0.20550648196791713,0.4357360861149731
jute,food,46.0,8.4,0.22,0.93,1.59,79.3,1.0,ground,0.04075751337999177,0.3343339020120078,0.4123630618533716
paper,home,30.0,4.7,0.24,0.96,1.78,81.5,1.0,ground,0.04857966241251545,0.0867168894265394,0.30107800835648774
bagasse,cosmetics,39.0,6.8,0.24,0.96,0.76,89.0,2.0,ground,0.006587072869493621,0.1982405515929741,0.3882393771750737
glass,food,85.0,16.3,0.45,0.03,20.14,86.4,1.0,ground,0.8044462741869082,0.2808963813074249,0.43003351609397955
plastic,pharmaceuticals,51.0,9.6,0.35,0.24,7.85,51.6,2.0,ground,0.2984767393989296,0.15558365637094454,0.21991348654888904
paper,pharmaceuticals,43.0,6.4,0.13,0.89,1.65,77.0,2.0,ground,0.04322766570605187,0.6543791465015522,0.3659241774026815
plastic,home,79.0,13.2,0.26,0.18,6.86,25.7,1.0,ground,0.2577192260189379,0.593172158764855,0.33562927941375836
glass,food,76.0,13.2,0.4,0.02,17.6,89.4,1.0,ground,0.699876492383697,0.27580565247681843,0.3673259568693541
jute,pharmaceuticals,51.0,8.8,0.27,0.94,1.44,66.8,2.0,ground,0.0345821325648415,0.2721433657646699,0.41269317068134476
bamboo,electronics,43.0,7.7,0.3,0.83,0.82,80.4,3.0,air,0.009057225195553725,0.14559368490244246,0.3694142835267934
paper,home,34.0,6.2,0.16,0.9,1.06,84.4,1.0,ground,0.018937834499794158,0.34392335261466844,0.34156139343230746
plastic,electronics,64.0,12.2,0.23,0.18,16.27,47.0,3.0,air,0.6451214491560313,0.5369613142084851,0.2642513972724914
paper,electronics,45.0,8.4,0.23,0.86,0.94,81.6,3.0,air,0.01399752984767394,0.29792591709868477,0.4006949509910107
plastic,pharmaceuticals,60.0,10.0,0.37,0.09,7.93,54.3,2.0,ground,0.30177027583367644,0.19427665780080128,0.2382125716713211
plastic,electronics,47.0,8.8,0.4,0.13,14.51,35.8,3.0,air,0.5726636475916015,0.07445989439606555,0.10606126492780457
bamboo,electronics,53.0,10.5,0.3,0.75,0.83,84.9,3.0,air,0.009468917249897077,0.2484768607807941,0.44396119105074017
bagasse,electronics,42.0,6.9,0.13,0.99,1.14,78.7,3.0,air,0.022231370934540962,0.6451048621791354,0.39393548480238005
glass,cosmetics,82.0,11.1,0.38,0.0,13.58,86.7,2.0,ground,0.5343762865376699,0.32885475651325224,0.3734919570194248
metal,electronics,77.0,11.0,0.58,0.0,24.87,89.6,3.0,air,0.9991766158913133,0.10393656529889526,0.29519083467026
plastic,pharmaceuticals,75.0,12.7,0.2,0.15,7.82,29.4,2.0,ground,0.29724166323589957,0.795443857772849,0.3135643656669882
bagasse,food,40.0,5.9,0.19,0.98,0.83,80.7,1.0,ground,0.009468917249897077,0.3206039499674521,0.3707116788984148
bamboo,electronics,57.0,7.8,0.26,0.78,0.83,66.1,3.0,air,0.009468917249897077,0.3390557909675106,0.3950709216464042
metal,food,96.0,8.4,0.26,0.0,21.01,90.0,1.0,ground,0.8402634829147798,0.7063188626746214,0.38290929607383384
paper,home,53.0,9.7,0.18,0.85,1.4,78.7,1.0,ground,0.03293536434746809,0.5780226669827798,0.44685253966721167
metal,home,90.0,17.3,0.72,0.0,1.48,89.0,1.0,ground,0.036228900782214905,0.09743487618730538,0.5216120990634173
paper,cosmetics,30.0,5.0,0.21,0.87,1.5,86.2,2.0,ground,0.03705228489090161,0.13996668709946355,0.30017474844971037
metal,home,95.0,14.0,0.52,0.0,21.75,90.8,1.0,ground,0.8707286949361877,0.24353126706189823,0.4337213290499404
plastic,food,68.0,10.7,0.19,0.1,13.41,47.7,1.0,ground,0.5273775216138329,0.7368738911499777,0.26153030826716306
glass,electronics,70.0,12.4,0.47,0.01,17.94,90.2,3.0,air,0.713874022231371,0.16083171283753706,0.32352972937685887
paper,cosmetics,48.0,6.7,0.18,0.99,1.65,87.6,2.0,ground,0.04322766570605187,0.47085293026367353,0.4298815506439422
paper,cosmetics,50.0,9.5,0.14,0.87,1.24,77.7,2.0,ground,0.026348291477974475,0.7628888361513535,0.43664580290073746
bamboo,electronics,41.0,8.4,0.28,0.9,1.39,78.0,3.0,air,0.03252367229312474,0.16350627941102308,0.37835697939282187
plastic,home,52.0,10.2,0.37,0.1,6.7,78.7,1.0,ground,0.25113215314944426,0.1434432998242108,0.2634712032215201
paper,home,39.0,6.8,0.16,0.97,1.04,79.6,1.0,ground,0.018114450391107456,0.42831946167288115,0.375600860495957
bamboo,electronics,49.0,8.5,0.21,0.84,1.35,71.5,3.0,air,0.030876904075751343,0.3983225074476148,0.394409817942235
jute,cosmetics,45.0,6.3,0.24,0.86,1.45,70.9,2.0,ground,0.03499382461918485,0.25350002383760395,0.34743494572113093
plastic,electronics,71.0,11.2,0.35,0.12,8.32,47.6,3.0,air,0.3178262659530671,0.30439689234391276,0.2943149190124691
bamboo,food,63.0,10.8,0.25,0.87,1.06,73.8,1.0,ground,0.018937834499794158,0.4499023540083788,0.49535220571672595
bamboo,electronics,60.0,8.9,0.26,0.86,0.88,70.2,3.0,air,0.011527377521613834,0.3770805029371862,0.4472212209427691
paper,home,35.0,6.6,0.17,0.92,1.05,84.8,1.0,ground,0.018526142445450807,0.32814362478763753,0.3554446758366325
glass,home,91.0,15.4,0.56,0.02,11.09,87.1,1.0,ground,0.4318649650061754,0.1962322070730112,0.47257051376981984
bamboo,food,59.0,8.1,0.22,0.81,0.77,81.3,1.0,ground,0.0069987649238369715,0.4735329165594039,0.4483275008962469
paper,electronics,35.0,5.2,0.24,0.85,0.97,91.6,3.0,air,0.015232606010703994,0.14197636167116923,0.3317190407486478
paper,home,42.0,8.4,0.17,0.86,1.09,79.3,1.0,ground,0.02017291066282421,0.45296480676358736,0.3867066883654976
paper,electronics,41.0,8.2,0.17,0.98,1.45,79.0,3.0,air,0.03499382461918485,0.43594373649413964,0.40155593631207037
paper,food,53.0,7.8,0.16,0.96,0.91,92.7,1.0,ground,0.012762453684643888,0.6543804680788081,0.47551089713926636
glass,pharmaceuticals,91.0,16.8,0.34,0.02,13.45,92.1,2.0,ground,0.5290242898312063,0.5026118436597441,0.5082521685966688
plastic,food,51.0,7.3,0.18,0.22,13.21,33.1,1.0,ground,0.5191436805269659,0.5190793117872713,0.13714757948687242
plastic,food,68.0,11.0,0.34,0.06,16.62,51.3,1.0,ground,0.6595306710580486,0.298358399684482,0.24075721802967204
paper,pharmaceuticals,44.0,6.6,0.18,0.91,1.6,85.6,2.0,ground,0.04116920543433512,0.41592844019513153,0.3912238618510574
glass,pharmaceuticals,71.0,11.4,0.39,0.02,19.16,88.2,2.0,ground,0.7641004528612597,0.2475498202045957,0.3131028727076104
plastic,pharmaceuticals,77.0,13.4,0.36,0.16,8.53,34.4,2.0,ground,0.3264717990942775,0.34359054987454174,0.3293339556343677
paper,electronics,49.0,7.4,0.2,0.99,0.82,92.7,3.0,air,0.009057225195553725,0.4180722127009466,0.4561435337643557
metal,home,93.0,13.1,0.42,0.0,22.05,94.5,1.0,ground,0.8830794565664882,0.34722691776644465,0.4266050061009321
plastic,pharmaceuticals,64.0,10.0,0.43,0.1,16.44,54.7,2.0,ground,0.6521202140798683,0.1530523856441014,0.21898129331282154
bamboo,pharmaceuticals,52.0,8.9,0.34,0.83,0.84,84.4,2.0,ground,0.009880609304240428,0.16999078385280691,0.42997917788591966
bagasse,home,40.0,8.0,0.26,0.9,0.83,85.0,1.0,ground,0.009468917249897077,0.18324721509176667,0.3868028885631538
paper,cosmetics,46.0,6.5,0.22,0.97,1.56,85.0,2.0,ground,0.03952243721696172,0.3135088525915313,0.4065553992885044
plastic,electronics,79.0,8.4,0.26,0.21,12.21,54.6,3.0,air,0.4779744750926308,0.5486554228003567,0.3142855929382275
bamboo,cosmetics,49.0,9.4,0.31,0.88,1.3,71.0,2.0,ground,0.028818443804034585,0.19234231391622036,0.4063946651748785
paper,home,50.0,7.4,0.24,0.87,1.14,77.1,1.0,ground,0.022231370934540962,0.31478780214528423,0.40008991166396796
glass,food,72.0,12.2,0.52,0.01,20.54,85.2,1.0,ground,0.8209139563606421,0.12852947799717498,0.3048400170447091
bagasse,home,41.0,7.2,0.12,0.96,0.93,80.1,1.0,ground,0.013585837793330592,0.7066236606611952,0.3921261755858611
jute,pharmaceuticals,51.0,8.4,0.22,0.93,1.08,75.9,2.0,ground,0.01976121860848086,0.3891366636448409,0.42919632725981083
bagasse,electronics,31.0,6.0,0.24,0.84,1.08,79.4,3.0,air,0.01976121860848086,0.10982539600156642,0.2975483233144922
glass,home,92.0,13.2,0.32,0.0,15.04,92.3,1.0,ground,0.5944833264717991,0.5308029284876887,0.4552881185182993
metal,pharmaceuticals,94.0,16.3,0.49,0.0,22.6,92.5,2.0,ground,0.9057225195553726,0.2808746083256294,0.4626638311878349
bagasse,electronics,36.0,5.7,0.13,0.99,1.07,85.6,3.0,air,0.01934952655413751,0.5115551679363352,0.366137529469498
paper,food,52.0,9.0,0.22,0.9,1.48,78.7,1.0,ground,0.036228900782214905,0.40667354736734757,0.4397747240067328
jute,cosmetics,51.0,10.0,0.22,0.89,0.92,65.9,2.0,ground,0.013174145738987241,0.40667354736734757,0.4228722605639862
jute,cosmetics,52.0,8.2,0.22,0.97,1.48,69.3,2.0,ground,0.036228900782214905,0.3979051055060943,0.4235957813277901
paper,home,53.0,7.7,0.2,0.95,1.25,78.2,1.0,ground,0.02675998353231783,0.46991560164053714,0.43794224270618576
plastic,home,54.0,8.7,0.32,0.06,8.62,26.3,1.0,ground,0.33017702758336764,0.21054883529150564,0.1317015353029729
bamboo,home,44.0,7.6,0.31,0.83,0.84,80.5,1.0,ground,0.009880609304240428,0.13944873998484766,0.37179916968992677
plastic,pharmaceuticals,61.0,9.6,0.28,0.18,10.14,37.6,2.0,ground,0.3927542198435571,0.346077943136567,0.218264904351367
bagasse,cosmetics,35.0,5.5,0.24,0.96,0.99,82.4,2.0,ground,0.016055990119390698,0.14499051470269445,0.33873471243578923
jute,home,51.0,7.3,0.21,0.88,1.27,60.8,1.0,ground,0.02758336764100453,0.4075084921711046,0.37317190424670316
plastic,pharmaceuticals,52.0,9.2,0.4,0.11,17.38,53.4,2.0,ground,0.6908192671881432,0.10701280139115735,0.15365397507207462
paper,cosmetics,39.0,7.1,0.19,0.97,1.24,89.3,2.0,ground,0.026348291477974475,0.32314218131612604,0.39661191182464683
glass,home,90.0,15.3,0.48,0.02,21.39,89.5,1.0,ground,0.8559077809798271,0.26706481452687386,0.43529446262037824
paper,cosmetics,41.0,6.8,0.13,0.84,1.34,78.8,2.0,ground,0.030465212021407992,0.6247014366698185,0.3576189672114295
glass,electronics,88.0,13.6,0.26,0.01,17.73,87.3,3.0,air,0.7052284890901606,0.6803507666953308,0.4283372702177271
bagasse,food,44.0,6.5,0.12,0.92,1.48,78.7,1.0,ground,0.036228900782214905,0.7528404812419657,0.38256127270376744
plastic,food,61.0,11.0,0.29,0.09,17.28,44.0,1.0,ground,0.6867023466447097,0.3367534393743661,0.2022405296593368
plastic,home,62.0,9.5,0.32,0.11,7.16,53.7,1.0,ground,0.2700699876492384,0.2768602710591859,0.24976170275889276
bamboo,cosmetics,40.0,6.3,0.26,0.9,1.06,66.6,2.0,ground,0.018937834499794158,0.16748087110434018,0.3249709359531031
metal,pharmaceuticals,75.0,11.9,0.41,0.0,22.14,97.0,2.0,ground,0.8867846850555784,0.24916346707528675,0.3376437904893355
paper,cosmetics,32.0,4.5,0.2,0.97,0.82,79.9,2.0,ground,0.009057225195553725,0.17814583132935372,0.3126676747232792
paper,food,37.0,5.6,0.21,0.95,1.29,77.7,1.0,ground,0.028406751749691234,0.22723354197261694,0.33806845621689885
glass,food,94.0,15.7,0.55,0.02,18.0,92.9,1.0,ground,0.716344174557431,0.2190302032133315,0.47390596869781454
plastic,cosmetics,74.0,8.4,0.24,0.24,1.48,35.3,2.0,ground,0.036228900782214905,0.5659672214390562,0.304425124653297
bagasse,cosmetics,43.0,7.6,0.16,0.97,0.77,77.4,2.0,ground,0.0069987649238369715,0.5006589837227778,0.4003815771683539
glass,food,65.0,11.9,0.31,0.01,13.74,86.7,1.0,ground,0.5409633594071634,0.3362439488765727,0.3168780758885548
bagasse,electronics,49.0,7.0,0.24,1.0,0.82,78.2,3.0,air,0.009057225195553725,0.3007217546648331,0.4199205782619883
paper,home,37.0,7.3,0.16,0.86,1.38,82.7,2.0,ground,0.03211198023878139,0.40571336103228833,0.3566495747313959
jute,food,52.0,9.7,0.22,0.89,1.65,60.5,1.0,ground,0.04322766570605187,0.4143459339959442,0.40903430697380844
jute,food,36.0,6.3,0.25,0.87,1.48,64.7,1.0,ground,0.036228900782214905,0.14607567779306396,0.29667098392984687
paper,electronics,41.0,8.4,0.24,0.95,1.29,89.9,3.0,air,0.028406751749691234,0.23441038797127725,0.41622907868698417
glass,pharmaceuticals,92.0,13.2,0.59,0.02,20.23,89.1,2.0,ground,0.8081515026759983,0.168031967555344,0.41147495312800225
paper,electronics,30.0,5.4,0.15,0.97,1.74,85.7,3.0,air,0.04693289419514204,0.3071505251280072,0.32797363785035427
plastic,food,55.0,9.6,0.38,0.18,15.33,33.2,1.0,ground,0.6064223960477563,0.14800529700310894,0.1543922549668033
bagasse,pharmaceuticals,45.0,6.7,0.27,0.99,0.61,78.6,2.0,ground,0.00041169205434335156,0.19980365951759843,0.3959580666454639
bamboo,electronics,59.0,8.0,0.34,0.75,1.05,79.7,3.0,air,0.018526142445450807,0.21325279802812286,0.42170317908426613
bamboo,pharmaceuticals,43.0,5.7,0.32,0.83,1.48,77.9,2.0,ground,0.036228900782214905,0.10505336929746889,0.33304840180470724
bamboo,cosmetics,52.0,7.3,0.24,0.87,1.05,72.4,2.0,ground,0.018526142445450807,0.3338774380116109,0.3981206694013728
bamboo,food,58.0,10.2,0.3,0.78,1.08,80.5,1.0,ground,0.01976121860848086,0.28625427692362637,0.45755110322967624
plastic,pharmaceuticals,59.0,9.2,0.26,0.15,15.9,48.2,2.0,ground,0.6298888431453273,0.3705884789423635,0.197761632017825
jute,pharmaceuticals,52.0,8.4,0.23,0.97,1.36,79.9,2.0,ground,0.031288596130094694,0.3713139776148515,0.44789787971871703
bamboo,food,58.0,10.1,0.23,0.78,1.0,78.4,1.0,ground,0.01646768217373405,0.45204084418263496,0.45734924126840587
plastic,pharmaceuticals,56.0,9.7,0.26,0.84,13.8,43.4,2.0,ground,0.5434335117332236,0.3474026789608541,0.32823033376481264
plastic,cosmetics,78.0,10.5,0.22,0.23,13.38,47.5,2.0,ground,0.5261424454508029,0.7080887363479295,0.3258114037852995
glass,cosmetics,86.0,13.4,0.51,0.01,21.19,78.7,2.0,ground,0.8476739398929601,0.20805236090512622,0.3665922370998747
glass,home,79.0,15.1,0.51,0.02,9.35,92.0,1.0,ground,0.36023054755043227,0.18299346473883632,0.43727861285225095
plastic,electronics,52.0,10.3,0.35,0.11,13.05,46.1,3.0,air,0.5125566076574722,0.16729580920215037,0.17498036768703315
plastic,food,58.0,11.3,0.22,0.15,13.66,48.8,1.0,ground,0.5376698229724167,0.4976461316778504,0.23519152653338998
bamboo,food,43.0,6.1,0.23,0.82,0.79,78.0,1.0,ground,0.007822149032523675,0.2528446799244681,0.3461181733999492
paper,electronics,52.0,7.3,0.15,0.93,1.17,84.7,3.0,air,0.023466447097571015,0.6913536043760646,0.441587692588391
metal,electronics,93.0,15.0,0.68,0.0,19.26,89.2,3.0,air,0.7682173734046933,0.12105562609840656,0.43372891336363406
jute,home,42.0,6.5,0.19,0.87,1.52,75.3,2.0,ground,0.03787566899958831,0.3536009575002133,0.351548390379093
glass,electronics,89.0,12.5,0.59,0.84,18.8,91.5,3.0,air,0.7492795389048992,0.1529100776808034,0.5638042667298382
plastic,pharmaceuticals,48.0,7.7,0.25,0.08,1.48,45.4,2.0,ground,0.036228900782214905,0.27532258132592813,0.16999733237576056
bamboo,food,48.0,8.4,0.22,0.76,0.91,73.5,1.0,ground,0.012762453684643888,0.35625500666514104,0.37790767054626995
metal,food,94.0,14.6,0.7,0.0,21.98,88.3,1.0,ground,0.8801976121860848,0.11218033030655167,0.4181483263273562
paper,home,46.0,6.9,0.19,0.98,0.81,76.1,1.0,ground,0.008645533141210379,0.4094420471710399,0.40091646536651404
jute,cosmetics,57.0,10.3,0.16,0.96,1.2,75.9,2.0,ground,0.02470152326060107,0.7523402375213767,0.4908766936978959
metal,food,96.0,12.9,0.58,0.0,23.02,91.6,1.0,ground,0.9230135858377932,0.19082753388877177,0.4152123881243408
plastic,cosmetics,52.0,8.0,0.36,0.16,17.81,29.6,2.0,ground,0.7085220255249073,0.1399674844917559,0.09957019795430871
bagasse,cosmetics,39.0,5.6,0.23,0.84,1.09,80.5,2.0,ground,0.02017291066282421,0.205666641021218,0.3298861350334352
paper,home,42.0,7.3,0.14,0.91,1.08,88.7,1.0,ground,0.01976121860848086,0.5872072966019986,0.40345700692714
plastic,electronics,69.0,12.9,0.29,0.11,7.54,78.7,3.0,air,0.28571428571428575,0.4190710571644086,0.3782948728709598
plastic,home,51.0,8.2,0.21,0.06,13.48,30.7,1.0,ground,0.5302593659942364,0.41784272498503067,0.10904723580431142
plastic,home,74.0,10.3,0.2,0.2,10.39,32.8,1.0,ground,0.40304652120214085,0.7544514107043354,0.28320911585646946
paper,pharmaceuticals,46.0,6.3,0.24,0.95,0.89,91.1,2.0,ground,0.011939069575957187,0.26354720060935477,0.41370912643328933
metal,food,85.0,14.3,0.66,0.0,22.82,89.6,1.0,ground,0.9147797447509263,0.1008752368310853,0.37712537213336905
paper,electronics,52.0,8.9,0.13,0.97,1.72,80.5,3.0,air,0.046109510086455335,0.8676876859171356,0.461761749992572
bagasse,pharmaceuticals,34.0,5.2,0.18,0.93,1.0,77.4,2.0,ground,0.01646768217373405,0.26321156537040497,0.31840122999302894
glass,cosmetics,88.0,13.7,0.47,0.02,14.61,88.1,2.0,ground,0.576780568135035,0.25985004836716735,0.4307405888423544
plastic,food,76.0,12.2,0.3,0.13,10.33,33.2,1.0,ground,0.4005763688760807,0.44700923923355085,0.29729869358636946
metal,home,91.0,18.2,0.36,0.0,23.15,90.6,1.0,ground,0.9283655825442568,0.46951534030863296,0.4786757106683292
jute,home,49.0,8.4,0.23,0.89,1.46,66.0,1.0,ground,0.0354055166735282,0.33986195167935146,0.3898025995133942
paper,electronics,54.0,10.7,0.22,0.98,1.73,93.8,3.0,air,0.04652120214079868,0.44722759097564413,0.5175267563803978
bagasse,cosmetics,32.0,4.5,0.24,0.94,0.68,78.7,2.0,ground,0.0032935364347468125,0.10480180761569095,0.3018303396562442
paper,cosmetics,38.0,5.2,0.12,0.93,0.91,87.8,2.0,ground,0.012762453684643888,0.6061523115725632,0.3620033933242178
metal,electronics,96.0,15.4,0.62,0.0,12.93,91.0,3.0,air,0.507616303005352,0.1713411524850529,0.48635845998451677
plastic,food,69.0,10.9,0.44,0.2,13.76,48.4,1.0,ground,0.5417867435158502,0.17595491605918917,0.2701998696177518
plastic,cosmetics,72.0,8.4,0.44,0.12,11.48,53.3,2.0,ground,0.4479209551255661,0.17869506036840319,0.2529422967800198
bamboo,electronics,41.0,7.4,0.26,0.76,0.98,78.0,3.0,air,0.015644298065047347,0.18695694308880814,0.34000199153741023
paper,electronics,36.0,5.7,0.13,0.86,0.99,94.9,3.0,air,0.016055990119390698,0.5115551679363352,0.35962897102506064
paper,home,41.0,6.5,0.24,0.92,0.82,79.8,1.0,ground,0.009057225195553725,0.2153207521049506,0.3656779161062827
bagasse,cosmetics,38.0,5.9,0.19,0.98,1.08,87.5,2.0,ground,0.01976121860848086,0.29522163648071276,0.37499778559963226
glass,cosmetics,89.0,17.0,0.32,0.02,17.93,85.5,2.0,ground,0.7134623301770275,0.536831240830205,0.4716871022272693
bagasse,home,41.0,7.7,0.26,0.92,1.15,78.7,1.0,ground,0.022643062988884313,0.18973923908658932,0.3767984767913883
plastic,pharmaceuticals,67.0,10.0,0.28,0.14,11.79,78.7,2.0,ground,0.46068340881020997,0.40119391709144814,0.3196484133159122
paper,cosmetics,46.0,6.4,0.16,0.96,1.66,76.4,2.0,ground,0.04363935776039523,0.527786304491489,0.3894843403689119
glass,pharmaceuticals,80.0,10.8,0.5,0.01,11.78,85.2,2.0,ground,0.4602717167558666,0.17597695663987348,0.358238519017214
bamboo,home,48.0,9.4,0.29,0.82,1.05,68.3,1.0,ground,0.018526142445450807,0.21535574041127303,0.38698347064588756
glass,home,92.0,15.7,0.32,0.01,12.81,91.5,1.0,ground,0.5026759983532318,0.5496414045580523,0.4986042834655882
bagasse,cosmetics,42.0,7.7,0.12,0.97,0.66,88.4,2.0,ground,0.0024701523260601092,0.7367650653877845,0.4234439753279498
jute,cosmetics,40.0,7.5,0.16,0.87,1.63,69.7,2.0,ground,0.042404281597365166,0.4539397090655529,0.3465808112733955
metal,electronics,87.0,12.9,0.63,0.0,1.48,88.3,3.0,air,0.036228900782214905,0.12044768342238799,0.454284500709604
jute,electronics,40.0,6.4,0.2,0.87,1.01,72.7,3.0,air,0.0168793742280774,0.2975061919112015,0.3375085793561899
paper,food,45.0,8.8,0.18,0.88,1.59,82.6,1.0,ground,0.04075751337999177,0.458796334882774,0.4131612681918592
jute,cosmetics,55.0,10.2,0.18,0.86,0.93,61.8,2.0,ground,0.013585837793330592,0.6115132097075006,0.43141847268186667
paper,cosmetics,40.0,6.1,0.2,0.99,1.12,78.7,2.0,ground,0.021407986825854267,0.2938892112875091,0.3693643014049955
plastic,cosmetics,52.0,6.4,0.42,0.16,8.67,46.0,2.0,ground,0.33223548785508444,0.07336909615807694,0.14495667418499583
plastic,home,74.0,13.2,0.27,0.09,11.08,38.5,1.0,ground,0.43145327295183206,0.5168480510942699,0.3041550765416656
bagasse,electronics,52.0,4.6,0.16,0.92,0.96,81.1,3.0,air,0.014820913956360642,0.5910833862851487,0.395812882880796
jute,electronics,53.0,7.7,0.27,0.92,1.56,78.7,3.0,air,0.03952243721696172,0.28018111090323344,0.4265491582944117
bamboo,food,58.0,8.4,0.29,0.84,1.15,84.2,1.0,ground,0.022643062988884313,0.29018993840222085,0.453297514958585
paper,electronics,48.0,8.5,0.15,0.99,0.91,79.6,3.0,air,0.012762453684643888,0.6463423649662505,0.44297476203983205
metal,home,83.0,11.8,0.68,0.0,12.13,93.6,1.0,ground,0.47468093865788397,0.07424747635209712,0.38542698679144044
bamboo,cosmetics,48.0,8.4,0.27,0.8,1.48,70.8,2.0,ground,0.036228900782214905,0.2417785507967634,0.37432136843509073
jute,electronics,49.0,8.9,0.26,0.97,1.04,75.5,3.0,air,0.018114450391107456,0.27506298301854437,0.43165675636962775
bamboo,electronics,64.0,12.5,0.34,0.79,0.75,77.2,3.0,air,0.006175380815150269,0.28062806600607393,0.5083370975917907
glass,cosmetics,78.0,11.1,0.32,0.03,13.76,85.4,2.0,ground,0.5417867435158502,0.4094831425945463,0.3630928002510916
bamboo,cosmetics,59.0,10.5,0.32,0.83,1.25,74.8,2.0,ground,0.02675998353231783,0.26178949020289494,0.46203801314850346
paper,pharmaceuticals,49.0,6.9,0.24,0.87,1.74,92.0,2.0,ground,0.04693289419514204,0.29971703698765795,0.41721572594474415
jute,cosmetics,43.0,8.1,0.21,0.91,1.64,63.5,2.0,ground,0.04281597365170853,0.32483462965969623,0.3592400325739783
plastic,food,56.0,8.4,0.36,0.16,15.03,45.4,1.0,ground,0.5940716344174558,0.16943924395505383,0.16636689187323045
paper,food,53.0,8.4,0.22,0.93,1.76,82.7,1.0,ground,0.047756278303828746,0.41105776829797414,0.4491034624751781
jute,pharmaceuticals,43.0,6.1,0.16,0.9,1.4,72.8,2.0,ground,0.03293536434746809,0.4780528830821851,0.3540396249776985
bagasse,cosmetics,34.0,5.2,0.23,0.96,1.09,87.5,2.0,ground,0.02017291066282421,0.14905299433731792,0.3411646761163241
jute,home,50.0,7.2,0.24,0.91,1.24,75.3,1.0,ground,0.026348291477974475,0.3127783667909342,0.40126672569813077
bagasse,electronics,45.0,7.3,0.16,0.99,0.9,77.3,3.0,air,0.012350761630300537,0.5262792311154495,0.40828193166152255
bagasse,home,48.0,7.5,0.23,0.95,0.78,78.7,1.0,ground,0.007410456978180323,0.3199423352535348,0.41425969965139275
paper,electronics,48.0,8.0,0.24,0.89,1.08,78.7,3.0,air,0.01976121860848086,0.3007217546648331,0.4070460861274724
paper,pharmaceuticals,48.0,7.0,0.15,0.97,1.62,78.0,2.0,ground,0.04199258954302182,0.6222292009967071,0.4124847748870207
bagasse,cosmetics,42.0,7.5,0.13,0.95,1.01,82.2,2.0,ground,0.0168793742280774,0.6562340033660355,0.401790331042673
paper,pharmaceuticals,30.0,4.3,0.16,0.99,1.56,88.2,2.0,ground,0.03952243721696172,0.25500602342833706,0.3222656234667593
plastic,food,56.0,8.4,0.36,0.16,13.5,53.1,1.0,ground,0.531082750102923,0.16943924395505383,0.18853116492006833
plastic,pharmaceuticals,55.0,9.1,0.27,0.17,13.28,54.1,2.0,ground,0.5220255249073693,0.31054592587114,0.2052266074313897
glass,electronics,52.0,11.0,0.58,0.02,19.63,92.2,3.0,air,0.7834499794153972,0.0,0.21742498900108154
paper,cosmetics,48.0,6.4,0.18,0.95,1.58,94.6,2.0,ground,0.04034582132564842,0.46683406513670694,0.4325387579510054
paper,home,34.0,5.2,0.24,0.98,1.05,87.3,1.0,ground,0.018526142445450807,0.13192918489941838,0.3441819709083265
jute,electronics,39.0,7.8,0.18,0.94,1.17,66.0,3.0,air,0.023466447097571015,0.36502281525355584,0.35308660808155196
plastic,electronics,61.0,10.1,0.26,0.12,8.15,43.5,3.0,air,0.3108275010292302,0.3974840069209145,0.23484151463144398
bamboo,electronics,59.0,11.7,0.32,0.84,0.88,72.7,3.0,air,0.011527377521613834,0.27083195871666954,0.477450566888867
metal,electronics,98.0,14.1,0.41,0.0,19.21,91.9,3.0,air,0.7661589131329766,0.3973718331631839,0.4689278556530836
